Name,Unit,Query,Min/max,Min/max clusters (10x),Bloom filter (10x),Dictionary (10x),Min/max clusters (100x),Bloom filter (100x),Dictionary (100x),Min/max clusters (1000x),Bloom filter (1000x),Dictionary (1000x)
Partitions scanned,,337,122071,112241,91453,122071,76079,91453,122071,60595,60595,60595
Partitions scanned,,338,122071,115432,91505,122071,86706,61227,122071,61227,61227,61227
Partitions scanned,,339,122071,114169,106840,122071,76276,60957,122071,60957,60957,60957
Partitions scanned,,340,122071,115730,91523,122071,88710,91523,122071,61302,91523,61302
Partitions scanned,,341,122071,116393,91788,122071,91804,91788,122071,61229,91788,61229
Partitions scanned,,342,122071,115263,60883,122071,84612,60883,122071,60883,60883,60883
Partitions scanned,,343,122071,115085,60920,122071,79182,60920,122071,60920,60920,60920
Partitions scanned,,344,122071,114177,114527,122071,76336,60875,122071,60875,60875,60875
Partitions scanned,,345,122071,115936,61240,122071,91690,61240,122071,61240,61240,61240
Partitions scanned,,346,122071,116037,91496,122071,91484,60769,122071,60769,60769,60769
Partitions scanned,,347,122071,115310,91633,122071,84754,61198,122071,61198,61198,61198
Partitions scanned,,348,122071,116113,120205,122071,91465,91359,122071,60939,60939,60939
Partitions scanned,,349,122071,114679,91543,122071,76724,60968,122071,60968,60968,60968
Partitions scanned,,350,122071,115972,91852,122071,91658,61187,122071,61187,61187,61187
Partitions scanned,,351,122071,115483,107083,122071,86847,91697,122071,61029,61029,61029
Partitions scanned,,352,122071,115343,60931,122071,85838,60931,122071,60931,60931,60931
Partitions scanned,,353,122071,116141,120222,122071,91681,60897,122071,60897,60897,60897
Partitions scanned,,354,122071,114371,107093,122071,76622,61459,122071,61459,61459,61459
Partitions scanned,,355,122071,116229,106707,122071,91438,91202,122071,60765,60765,60765
Partitions scanned,,356,122071,114368,91571,122071,76313,61074,122071,61074,61074,61074
Partitions scanned,,357,122071,113736,61061,122071,76542,61061,122071,61061,61061,61061
Partitions scanned,,358,122071,115836,61203,122071,91339,61203,122071,61203,61203,61203
Partitions scanned,,359,122071,112833,114564,122071,76257,60855,122071,60855,60855,60855
Partitions scanned,,360,122071,114176,61064,122071,76110,61064,122071,61064,61064,61064
Partitions scanned,,361,122071,113362,106767,122071,76554,61115,122071,61115,61115,61115
Partitions scanned,,362,122071,112459,114576,122071,76253,91724,122071,61297,61297,61297
Partitions scanned,,363,122071,115628,106870,122071,89682,91447,122071,60680,60680,60680
Partitions scanned,,364,122071,114520,91380,122071,76398,60964,122071,60964,60964,60964
Partitions scanned,,365,122071,115175,60773,122071,81701,60773,122071,60773,60773,60773
Partitions scanned,,366,121957,112153,106828,121957,76291,61038,121957,61038,61038,61038
Partitions scanned,,367,122071,114661,91606,122071,76563,60996,122071,60996,60996,60996
Partitions scanned,,368,122071,115222,91544,122071,80626,61071,122071,61071,61071,61071
Partitions scanned,,369,122071,115100,91777,122071,79436,61275,122071,61275,61275,61275
Partitions scanned,,370,122071,112990,61175,122071,76453,61175,122071,61175,61175,61175
Partitions scanned,,371,122071,112774,60545,122071,75784,60545,122071,60545,60545,60545
Partitions scanned,,372,122071,114351,91571,122071,76267,61010,122071,61010,61010,61010
Partitions scanned,,373,122071,114212,91562,122071,76507,61301,122071,61301,61301,61301
Partitions scanned,,374,122071,112490,60952,122071,76222,60952,122071,60952,60952,60952
Partitions scanned,,375,122071,115053,91578,122071,77955,91578,122071,60850,60850,60850
Partitions scanned,,376,122071,112821,60962,122071,76012,60962,122071,60962,60962,60962
Partitions scanned,,377,122041,112250,106761,122041,76126,60756,122041,60756,60756,60756
Partitions scanned,,378,122071,114601,61169,122071,76704,61169,122071,61169,61169,61169
Partitions scanned,,379,122071,116167,106992,122071,91835,61246,122071,61246,61246,61246
Partitions scanned,,380,122071,115543,91725,122071,88847,61012,122071,61012,61012,61012
Partitions scanned,,381,122071,114021,91809,122071,76247,61196,122071,61196,61196,61196
Partitions scanned,,382,122071,112720,91538,122071,76107,60812,122071,60812,60812,60812
Partitions scanned,,383,122071,116154,61181,122071,91607,61181,122071,61181,61181,61181
Partitions scanned,,384,122071,115168,106795,122071,85179,60650,122071,60650,60650,60650
Partitions scanned,,385,122071,115196,60916,122071,80447,60916,122071,60916,60916,60916
Partitions scanned,,386,122071,113393,91772,122071,76344,91772,122071,61055,61055,61055
Partitions scanned,,387,122071,113463,61217,122071,76460,61217,122071,61217,61217,61217
Partitions scanned,,388,122070,116191,106948,122070,91339,91475,122070,60891,60891,60891
Partitions scanned,,389,122071,113606,61007,122071,76338,61007,122071,61007,61007,61007
Partitions scanned,,390,122071,113581,91734,122071,76495,61206,122071,61206,61206,61206
Partitions scanned,,391,122071,112282,91340,122071,76059,60730,122071,60730,60730,60730
Partitions scanned,,392,122071,113217,106728,122071,76200,60848,122071,60848,60848,60848
Partitions scanned,,393,122071,116100,107069,122071,91748,61138,122071,61138,61138,61138
Partitions scanned,,394,122071,115726,60974,122071,91037,60974,122071,60974,60974,60974
Partitions scanned,,395,122071,116105,61086,122071,91619,61086,122071,61086,61086,61086
Partitions scanned,,396,122071,114879,91657,122071,77387,61259,122071,61259,61259,61259
Partitions scanned,,397,122071,115239,91429,122071,82814,61163,122071,61163,61163,61163
Partitions scanned,,398,122071,114198,60973,122071,76348,60973,122071,60973,60973,60973
Partitions scanned,,399,122071,112489,61081,122071,76197,61081,122071,61081,61081,61081
Partitions scanned,,400,122071,112413,60909,122071,76236,60909,122071,60909,60909,60909
Partitions scanned,,401,122071,114683,91800,122071,76923,61172,122071,61172,61172,61172
Partitions scanned,,402,122071,112619,61187,122071,76513,61187,122071,61187,61187,61187
Partitions scanned,,403,122071,113750,61012,122071,76233,61012,122071,61012,61012,61012
Partitions scanned,,404,122071,115492,106627,122071,87755,60909,122071,60909,60909,60909
Partitions scanned,,405,122071,115628,106870,122071,89682,91447,122071,60680,60680,60680
Partitions scanned,,406,122071,112840,91473,122071,75895,60771,122071,60771,60771,60771
Partitions scanned,,407,122071,114972,61105,122071,77608,61105,122071,61105,61105,61105
Partitions scanned,,408,122071,113703,114527,122071,76254,60761,122071,60761,60761,60761
Partitions scanned,,409,122071,113463,60688,122071,76013,60688,122071,60688,60688,60688
Partitions scanned,,410,122071,114514,91726,122071,76261,61003,122071,61003,61003,61003
Partitions scanned,,411,121966,116254,61126,121966,91611,61126,121966,61126,61126,61126
Partitions scanned,,412,122071,112774,60545,122071,75784,60545,122071,60545,60545,60545
Partitions scanned,,413,122071,115732,61253,122071,90754,61253,122071,61253,61253,61253
Partitions scanned,,414,122071,116189,91452,122071,91545,61083,122071,61083,61083,61083
Partitions scanned,,415,122071,113045,61047,122071,76283,61047,122071,61047,61047,61047
Partitions scanned,,416,122071,114050,91508,122071,76359,61081,122071,61081,61081,61081
Partitions scanned,,417,122071,114004,91724,122071,76505,61113,122071,61113,61113,61113
Partitions scanned,,418,122071,116168,60756,122071,91663,60756,122071,60756,60756,60756
Partitions scanned,,419,122071,113011,61129,122071,76460,61129,122071,61129,61129,61129
Partitions scanned,,420,122071,115903,60974,122071,91353,60974,122071,60974,60974,60974
Partitions scanned,,421,122071,115830,61016,122071,91520,61016,122071,61016,61016,61016
Partitions scanned,,422,122071,115459,106829,122071,87408,61033,122071,61033,61033,61033
Partitions scanned,,423,122071,114013,61360,122071,76553,61360,122071,61360,61360,61360
Partitions scanned,,424,122071,115310,91773,122071,84519,61121,122071,61121,61121,61121
Partitions scanned,,425,122071,113966,61175,122071,76471,61175,122071,61175,61175,61175
Partitions scanned,,426,122071,116109,61260,122071,91709,61260,122071,61260,61260,61260
Partitions scanned,,427,122071,113620,60442,122071,75764,60442,122071,60442,60442,60442
Partitions scanned,,428,122071,113439,61213,122071,76519,61213,122071,61213,61213,61213
Partitions scanned,,429,122071,115424,60848,122071,87872,60848,122071,60848,60848,60848
Partitions scanned,,430,122071,112278,118361,122071,76090,60987,122071,60987,60987,60987
Partitions scanned,,431,122071,116020,60929,122071,91496,60929,122071,60929,60929,60929
Partitions scanned,,432,122071,113535,61050,122071,76193,61050,122071,61050,61050,61050
Partitions scanned,,433,121125,112266,91121,121125,76441,61310,121125,61310,61310,61310
Partitions scanned,,434,122071,115168,106795,122071,85179,60650,122071,60650,60650,60650
Partitions scanned,,435,122071,112464,91385,122071,76054,60856,122071,60856,60856,60856
Partitions scanned,,436,122071,115995,91449,122071,91575,61109,122071,61109,61109,61109
Partitions scanned,,437,122071,115230,91544,122071,85487,60872,122071,60872,60872,60872
Partitions scanned,,438,122071,113352,91631,122071,76394,61021,122071,61021,61021,61021
Partitions scanned,,439,122071,113797,60876,122071,76344,60876,122071,60876,60876,60876
Partitions scanned,,440,122071,116317,91577,122071,91742,61267,122071,61267,61267,61267
Partitions scanned,,441,122071,116155,60658,122071,91276,60658,122071,60658,60658,60658
Partitions scanned,,442,122071,114194,106860,122071,76391,61031,122071,61031,61031,61031
Partitions scanned,,443,122071,116101,91461,122071,91663,60946,122071,60946,60946,60946
Partitions scanned,,444,122071,114253,91578,122071,76357,61126,122071,61126,61126,61126
Partitions scanned,,445,122071,112819,106829,122071,76374,61119,122071,61119,61119,61119
Partitions scanned,,446,122071,112980,61094,122071,76292,61094,122071,61094,61094,61094
Partitions scanned,,447,122071,113581,91734,122071,76495,61206,122071,61206,61206,61206
Partitions scanned,,448,122071,114632,61236,122071,76985,61236,122071,61236,61236,61236
Partitions scanned,,449,122071,113646,60661,122071,76125,60661,122071,60661,60661,60661
Partitions scanned,,450,122071,114901,61263,122071,78027,61263,122071,61263,61263,61263
Partitions scanned,,451,122071,116026,106674,122071,91468,60844,122071,60844,60844,60844
Partitions scanned,,452,122071,114176,61064,122071,76110,61064,122071,61064,61064,61064
Partitions scanned,,453,122071,112973,60687,122071,76073,60687,122071,60687,60687,60687
Partitions scanned,,454,122071,115856,61012,122071,91527,61012,122071,61012,61012,61012
Partitions scanned,,455,122071,115872,61077,122071,91282,61077,122071,61077,61077,61077
Partitions scanned,,456,122071,115168,106795,122071,85179,60650,122071,60650,60650,60650
Partitions scanned,,457,122071,116000,106992,122071,91680,61302,122071,61302,61302,61302
Partitions scanned,,458,122071,114188,61199,122071,76144,61199,122071,61199,61199,61199
Partitions scanned,,459,122071,113706,60967,122071,76110,60967,122071,60967,60967,60967
Partitions scanned,,460,122071,113018,91576,122071,76493,61021,122071,61021,61021,61021
Partitions scanned,,461,122071,116080,61001,122071,91604,61001,122071,61001,61001,61001
Partitions scanned,,462,122071,115147,61166,122071,79864,61166,122071,61166,61166,61166
Partitions scanned,,463,122071,113702,61285,122071,76321,61285,122071,61285,61285,61285
Partitions scanned,,464,122071,113478,60970,122071,76400,60970,122071,60970,60970,60970
Partitions scanned,,465,122071,115037,106840,122071,78528,60936,122071,60936,60936,60936
Partitions scanned,,466,122071,115187,114430,122071,80045,60977,122071,60977,60977,60977
Partitions scanned,,467,122071,113011,91460,122071,76212,60683,122071,60683,60683,60683
Partitions scanned,,468,122071,115432,91505,122071,86706,61227,122071,61227,61227,61227
Partitions scanned,,469,122071,115967,106780,122071,91755,91648,122071,60973,60973,60973
Partitions scanned,,470,122071,116080,61001,122071,91604,61001,122071,61001,61001,61001
Partitions scanned,,471,122071,115119,91441,122071,83138,60935,122071,60935,60935,60935
Partitions scanned,,472,122071,115936,61240,122071,91690,61240,122071,61240,61240,61240
Partitions scanned,,473,122071,112862,91368,122071,76088,60782,122071,60782,60782,60782
Partitions scanned,,474,122071,116113,120205,122071,91465,91359,122071,60939,60939,60939
Partitions scanned,,475,122071,114261,106924,122071,76344,60914,122071,60914,60914,60914
Partitions scanned,,476,122071,115084,91632,122071,79047,61074,122071,61074,61074,61074
Partitions scanned,,477,122071,113404,60766,122071,76025,60766,122071,60766,60766,60766
Partitions scanned,,478,122071,115242,106988,122071,81455,60986,122071,60986,60986,60986
Partitions scanned,,479,122071,113461,61087,122071,76323,61087,122071,61087,61087,61087
Partitions scanned,,480,122071,114062,91354,122071,76160,60930,122071,60930,60930,60930
Partitions scanned,,481,122071,116057,91508,122071,91264,91508,122071,60885,60885,60885
Partitions scanned,,482,122071,116195,60976,122071,91428,60976,122071,60976,60976,60976
Partitions scanned,,483,122071,116200,91479,122071,91663,61221,122071,61221,61221,61221
Partitions scanned,,484,122071,115402,118361,122071,86808,91485,122071,60893,60893,60893
Partitions scanned,,485,122071,116156,91283,122071,91563,60859,122071,60859,60859,60859
Partitions scanned,,486,122071,115647,91867,122071,88380,91867,122071,61205,61205,61205
Partitions scanned,,487,122071,115643,60977,122071,89529,60977,122071,60977,60977,60977
Partitions scanned,,488,122071,115895,60603,122071,91287,60603,122071,60603,60603,60603
Partitions scanned,,489,122071,115953,107150,122071,91459,60991,122071,60991,60991,60991
Partitions scanned,,490,122071,114754,61204,122071,76764,61204,122071,61204,61204,61204
Partitions scanned,,491,122071,114984,106751,122071,79219,61050,122071,61050,61050,61050
Partitions scanned,,492,122071,114076,106851,122071,76191,60989,122071,60989,60989,60989
Partitions scanned,,493,122071,113434,91508,122071,76255,60961,122071,60961,60961,60961
Partitions scanned,,494,122071,116233,91597,122071,91390,60781,122071,60781,60781,60781
Partitions scanned,,495,122071,112494,91627,122071,76423,60988,122071,60988,60988,60988
Partitions scanned,,496,122070,116191,106948,122070,91339,91475,122070,60891,60891,60891
Partitions scanned,,497,122071,114555,91231,122071,76240,60762,122071,60762,60762,60762
Partitions scanned,,498,122071,116305,106726,122071,91635,60918,122071,60918,60918,60918
Partitions scanned,,499,122071,116200,91479,122071,91663,61221,122071,61221,61221,61221
Partitions scanned,,500,122071,115080,106895,122071,78669,91632,122071,60974,60974,60974
Partitions scanned,,501,122071,115692,91352,122071,91283,60895,122071,60895,60895,60895
Partitions scanned,,502,122071,114208,107007,122071,76391,61009,122071,61009,61009,61009
Partitions scanned,,503,122071,116302,106948,122071,91456,61218,122071,61218,61218,61218
Partitions scanned,,504,122071,113002,60948,122071,76297,60948,122071,60948,60948,60948
Partitions scanned,,505,122071,112951,107027,122071,76308,61155,122071,61155,61155,61155
Partitions scanned,,506,122071,116058,60874,122071,91543,60874,122071,60874,60874,60874
Partitions scanned,,507,122071,116001,91788,122071,91453,91788,122071,60987,91788,60987
Partitions scanned,,508,122071,115031,106658,122071,78691,60770,122071,60770,60770,60770
Partitions scanned,,509,122071,115972,91852,122071,91658,61187,122071,61187,61187,61187
Partitions scanned,,510,122071,115590,61202,122071,90062,61202,122071,61202,61202,61202
Partitions scanned,,511,122071,115239,91429,122071,82814,61163,122071,61163,61163,61163
Partitions scanned,,512,122071,113605,61220,122071,76603,61220,122071,61220,61220,61220
Partitions scanned,,513,122071,113393,91772,122071,76344,91772,122071,61055,61055,61055
Partitions scanned,,514,122071,114672,61185,122071,77056,61185,122071,61185,61185,61185
Partitions scanned,,515,122071,114688,91673,122071,76989,61134,122071,61134,61134,61134
Partitions scanned,,516,61203,61203,61203,61203,61203,61203,61203,61203,61203,61203
Partitions scanned,,517,122071,116393,91788,122071,91804,91788,122071,61229,91788,61229
Partitions scanned,,518,122071,114142,91529,122071,76353,61186,122071,61186,61186,61186
Partitions scanned,,519,122071,114641,91727,122071,76891,60971,122071,60971,60971,60971
Partitions scanned,,520,122071,115311,106728,122071,82320,61021,122071,61021,61021,61021
Partitions scanned,,521,122071,114718,61064,122071,76792,61064,122071,61064,61064,61064
Partitions scanned,,522,122071,113396,91570,122071,76356,61168,122071,61168,61168,61168
Partitions scanned,,523,122071,114919,61242,122071,77354,61242,122071,61242,61242,61242
Partitions scanned,,524,122071,115913,91527,122071,91695,61118,122071,61118,61118,61118
Partitions scanned,,525,122071,115913,91527,122071,91695,61118,122071,61118,61118,61118
Partitions scanned,,526,122071,114700,61377,122071,77023,61377,122071,61377,61377,61377
Partitions scanned,,527,122071,116058,91493,122071,91552,60912,122071,60912,60912,60912
Partitions scanned,,528,122071,115910,91978,122071,91420,61355,122071,61355,61355,61355
Partitions scanned,,529,122071,113434,91508,122071,76255,60961,122071,60961,60961,60961
Partitions scanned,,530,114502,109806,87892,114502,76599,61219,114502,61219,61219,61219
Partitions scanned,,531,122071,115243,60746,122071,81399,60746,122071,60746,60746,60746
Partitions scanned,,532,114531,112079,61057,114531,91682,61057,114531,61057,61057,61057
Partitions scanned,,533,122071,113183,61163,122071,76403,61163,122071,61163,61163,61163
Partitions scanned,,534,122071,114679,91543,122071,76724,60968,122071,60968,60968,60968
Partitions scanned,,535,122071,116253,61191,122071,91683,61191,122071,61191,61191,61191
Partitions scanned,,536,122071,115593,61025,122071,89174,61025,122071,61025,61025,61025
Partitions scanned,,537,122071,115763,60980,122071,91162,60980,122071,60980,60980,60980
Partitions scanned,,538,122071,115614,107016,122071,90099,61438,122071,61438,61438,61438
Partitions scanned,,539,122071,116207,106951,122071,91732,61134,122071,61134,61134,61134
Partitions scanned,,540,122071,113786,61118,122071,76254,61118,122071,61118,61118,61118
Partitions scanned,,541,122071,115757,114564,122071,91131,61043,122071,61043,61043,61043
Partitions scanned,,542,122071,116064,91634,122071,91653,61156,122071,61156,61156,61156
Partitions scanned,,543,122071,115672,61141,122071,90222,61141,122071,61141,61141,61141
Partitions scanned,,544,122071,115047,91697,122071,78097,61010,122071,61010,61010,61010
Partitions scanned,,545,122071,116233,91597,122071,91390,60781,122071,60781,60781,60781
Partitions scanned,,546,122071,114632,61236,122071,76985,61236,122071,61236,61236,61236
Partitions scanned,,547,122071,112862,91368,122071,76088,60782,122071,60782,60782,60782
Partitions scanned,,548,122068,112309,61156,122068,76316,61156,122068,61156,61156,61156
Partitions scanned,,549,122071,115558,61160,122071,88096,61160,122071,61160,61160,61160
Partitions scanned,,550,122071,115923,60999,122071,91610,60999,122071,60999,60999,60999
Partitions scanned,,551,122071,114457,91590,122071,76072,60852,122071,60852,60852,60852
Partitions scanned,,552,122071,115923,60999,122071,91610,60999,122071,60999,60999,60999
Partitions scanned,,553,122071,115857,61176,122071,91586,61176,122071,61176,61176,61176
Partitions scanned,,554,122071,115726,91595,122071,91307,91595,122071,61016,61016,61016
Partitions scanned,,555,122071,115864,60918,122071,91453,60918,122071,60918,60918,60918
Partitions scanned,,556,122071,115430,61015,122071,88392,61015,122071,61015,61015,61015
Partitions scanned,,557,122071,113581,91734,122071,76495,61206,122071,61206,61206,61206
Partitions scanned,,558,122071,112930,60945,122071,76086,60945,122071,60945,60945,60945
Partitions scanned,,559,122071,115714,107016,122071,90815,91818,122071,61269,91818,61269
Partitions scanned,,560,122071,114530,91611,122071,76292,60853,122071,60853,60853,60853
Partitions scanned,,561,122071,115817,91665,122071,90897,91665,122071,61060,61060,61060
Partitions scanned,,562,122071,115633,61174,122071,88697,61174,122071,61174,61174,61174
Partitions scanned,,563,122071,115830,61016,122071,91520,61016,122071,61016,61016,61016
Partitions scanned,,564,122071,114520,91380,122071,76398,60964,122071,60964,60964,60964
Partitions scanned,,565,122071,113972,60788,122071,76213,60788,122071,60788,60788,60788
Partitions scanned,,566,122071,112401,106901,122071,76297,61086,122071,61086,61086,61086
Partitions scanned,,567,122071,112774,60545,122071,75784,60545,122071,60545,60545,60545
Partitions scanned,,568,122071,114243,60897,122071,76273,60897,122071,60897,60897,60897
Partitions scanned,,569,122071,115558,61160,122071,88096,61160,122071,61160,61160,61160
Partitions scanned,,570,122071,114641,91727,122071,76891,60971,122071,60971,60971,60971
Partitions scanned,,571,122071,116201,106782,122071,91867,61228,122071,61228,61228,61228
Partitions scanned,,572,122071,114703,91586,122071,76537,60890,122071,60890,60890,60890
Partitions scanned,,573,122071,114201,91336,122071,76125,60749,122071,60749,60749,60749
Partitions scanned,,574,122071,112938,60973,122071,76373,60973,122071,60973,60973,60973
Partitions scanned,,575,122071,114553,107027,122071,76374,61236,122071,61236,61236,61236
Partitions scanned,,576,122071,115342,60998,122071,83808,60998,122071,60998,60998,60998
Partitions scanned,,577,122071,115721,106780,122071,91396,91648,122071,61131,61131,61131
Partitions scanned,,578,122071,115587,91618,122071,86589,61149,122071,61149,61149,61149
Partitions scanned,,579,122071,112445,118361,122071,76508,61145,122071,61145,61145,61145
Partitions scanned,,580,122071,113923,91324,122071,76017,60770,122071,60770,60770,60770
Partitions scanned,,581,122071,114099,61428,122071,76684,61428,122071,61428,61428,61428
Partitions scanned,,582,122071,113583,60987,122071,76397,60987,122071,60987,60987,60987
Partitions scanned,,583,122071,115874,61234,122071,91363,61234,122071,61234,61234,61234
Partitions scanned,,584,122071,115819,60761,122071,91319,60761,122071,60761,60761,60761
Partitions scanned,,585,122071,113045,61047,122071,76283,61047,122071,61047,61047,61047
Partitions scanned,,586,122071,115492,106627,122071,87755,60909,122071,60909,60909,60909
Partitions scanned,,587,122071,112489,91539,122071,76122,60918,122071,60918,60918,60918
Partitions scanned,,588,122071,115765,91566,122071,91310,60837,122071,60837,60837,60837
Partitions scanned,,589,122071,114953,91544,122071,77448,60801,122071,60801,60801,60801
Partitions scanned,,590,122071,116035,61077,122071,91596,61077,122071,61077,61077,61077
Partitions scanned,,591,122071,115676,60771,122071,90114,60771,122071,60771,60771,60771
Partitions scanned,,592,122071,115521,60803,122071,88760,60803,122071,60803,60803,60803
Partitions scanned,,593,122071,114208,107007,122071,76391,61009,122071,61009,61009,61009
Partitions scanned,,594,122071,112737,91368,122071,76107,60739,122071,60739,60739,60739
Partitions scanned,,595,122071,116103,61147,122071,91821,61147,122071,61147,61147,61147
Partitions scanned,,596,122071,114686,91523,122071,76838,91523,122071,60856,91523,60856
Partitions scanned,,597,122071,112787,60997,122071,76372,60997,122071,60997,60997,60997
Partitions scanned,,598,122071,113217,106728,122071,76200,60848,122071,60848,60848,60848
Partitions scanned,,599,122071,113768,60854,122071,76447,60854,122071,60854,60854,60854
Partitions scanned,,600,122071,114511,60686,122071,76174,60686,122071,60686,60686,60686
Partitions scanned,,601,122071,115672,61141,122071,90222,61141,122071,61141,61141,61141
Partitions scanned,,602,122071,112565,61012,122071,76312,61012,122071,61012,61012,61012
Partitions scanned,,603,122071,112494,91627,122071,76423,60988,122071,60988,60988,60988
Partitions scanned,,604,122071,114686,107052,122071,76764,61199,122071,61199,61199,61199
Partitions scanned,,605,122071,115383,60905,122071,87340,60905,122071,60905,60905,60905
Partitions scanned,,606,122071,115759,60843,122071,91025,60843,122071,60843,60843,60843
Partitions scanned,,607,122071,115543,91725,122071,88847,61012,122071,61012,61012,61012
Partitions scanned,,608,60800,60800,60800,60800,60800,60800,60800,60800,60800,60800
Partitions scanned,,609,122071,112787,60997,122071,76372,60997,122071,60997,60997,60997
Partitions scanned,,610,122071,113986,60947,122071,76128,60947,122071,60947,60947,60947
Partitions scanned,,611,122071,114552,106873,122071,76353,91847,122071,61020,61020,61020
Partitions scanned,,612,122071,115107,61108,122071,79600,61108,122071,61108,61108,61108
Partitions scanned,,613,122071,113986,60947,122071,76128,60947,122071,60947,60947,60947
Partitions scanned,,614,122071,115646,61273,122071,90637,61273,122071,61273,61273,61273
Partitions scanned,,615,122071,115521,60803,122071,88760,60803,122071,60803,60803,60803
Partitions scanned,,616,122071,114249,61358,122071,76548,61358,122071,61358,61358,61358
Partitions scanned,,617,122071,114417,106873,122071,76633,91847,122071,61337,61337,61337
Partitions scanned,,618,122071,115303,61350,122071,82521,61350,122071,61350,61350,61350
Partitions scanned,,619,122071,115230,107036,122071,82965,60948,122071,60948,60948,60948
Partitions scanned,,620,122071,115830,91803,122071,91442,60995,122071,60995,60995,60995
Partitions scanned,,621,122071,114683,91800,122071,76923,61172,122071,61172,61172,61172
Partitions scanned,,622,122071,112407,61077,122071,76370,61077,122071,61077,61077,61077
Partitions scanned,,623,122071,115836,61203,122071,91339,61203,122071,61203,61203,61203
Partitions scanned,,624,122071,112325,61125,122071,76442,61125,122071,61125,61125,61125
Partitions scanned,,625,122071,114227,91803,122071,76470,61391,122071,61391,61391,61391
Partitions scanned,,626,122071,114526,61007,122071,76545,61007,122071,61007,61007,61007
Partitions scanned,,627,122071,114457,91590,122071,76072,60852,122071,60852,60852,60852
Partitions scanned,,628,122071,116041,61158,122071,91685,61158,122071,61158,61158,61158
Partitions scanned,,629,122071,113650,60992,122071,76280,60992,122071,60992,60992,60992
Partitions scanned,,630,122071,116141,120222,122071,91681,60897,122071,60897,60897,60897
Partitions scanned,,631,122071,116100,114430,122071,91722,60869,122071,60869,60869,60869
Partitions scanned,,632,122025,116214,61002,122025,91702,61002,122025,61002,61002,61002
Partitions scanned,,633,122071,114271,91550,122071,76320,60795,122071,60795,60795,60795
Partitions scanned,,634,122071,114879,91506,122071,77274,61205,122071,61205,61205,61205
Partitions scanned,,635,122071,115721,106780,122071,91396,91648,122071,61131,61131,61131
Partitions scanned,,636,122071,112497,60971,122071,76196,60971,122071,60971,60971,60971
Partitions scanned,,637,61203,61203,61203,61203,61203,61203,61203,61203,61203,61203
Partitions scanned,,638,122071,113997,91611,122071,76560,61052,122071,61052,61052,61052
Partitions scanned,,639,122071,113480,61084,122071,76262,61084,122071,61084,61084,61084
Partitions scanned,,640,122071,115877,60682,122071,91275,60682,122071,60682,60682,60682
Partitions scanned,,641,122071,112737,91368,122071,76107,60739,122071,60739,60739,60739
Partitions scanned,,642,122071,113620,60442,122071,75764,60442,122071,60442,60442,60442
Partitions scanned,,643,122071,113391,106923,122071,76355,61074,122071,61074,61074,61074
Partitions scanned,,644,122071,114001,91627,122071,76224,61007,122071,61007,61007,61007
Partitions scanned,,645,122071,114530,91611,122071,76292,60853,122071,60853,60853,60853
Partitions scanned,,646,122071,113718,106849,122071,76304,91641,122071,61127,61127,61127
Partitions scanned,,647,122071,112298,91802,122071,76389,61160,122071,61160,61160,61160
Partitions scanned,,648,122071,115362,91443,122071,84407,60847,122071,60847,60847,60847
Partitions scanned,,649,122071,115117,61106,122071,81054,61106,122071,61106,61106,61106
Partitions scanned,,650,122071,115660,91873,122071,90509,61365,122071,61365,61365,61365
Partitions scanned,,651,122071,114727,61112,122071,77064,61112,122071,61112,61112,61112
Partitions scanned,,652,122071,114013,61360,122071,76553,61360,122071,61360,61360,61360
Partitions scanned,,653,122071,112738,91684,122071,76202,61152,122071,61152,61152,61152
Partitions scanned,,654,122071,112306,106726,122071,75992,60755,122071,60755,60755,60755
Partitions scanned,,655,122071,114909,91798,122071,78504,61283,122071,61283,61283,61283
Partitions scanned,,656,122071,115303,61350,122071,82521,61350,122071,61350,61350,61350
Partitions scanned,,657,122071,114003,61138,122071,76444,61138,122071,61138,61138,61138
Partitions scanned,,658,122071,112970,61012,122071,76346,61012,122071,61012,61012,61012
Partitions scanned,,659,122071,115514,114534,122071,86353,91865,122071,61312,61312,61312
Partitions scanned,,660,122071,114674,61032,122071,76692,61032,122071,61032,61032,61032
Partitions scanned,,661,122071,113642,91684,122071,76479,61376,122071,61376,61376,61376
Partitions scanned,,662,122071,114732,60925,122071,76970,60925,122071,60925,60925,60925
Partitions scanned,,663,122071,113604,114445,122071,76250,91471,122071,61057,61057,61057
Partitions scanned,,664,122071,116042,60883,122071,91632,60883,122071,60883,60883,60883
Partitions scanned,,665,122071,113991,91660,122071,76173,60952,122071,60952,60952,60952
Partitions scanned,,666,122071,115009,61451,122071,79004,61451,122071,61451,61451,61451
Partitions scanned,,667,122071,115609,61121,122071,89880,61121,122071,61121,61121,61121
Partitions scanned,,668,122071,113687,61042,122071,76337,61042,122071,61042,61042,61042
Partitions scanned,,669,122071,114503,61001,122071,76245,61001,122071,61001,61001,61001
Partitions scanned,,670,122071,113665,61024,122071,76228,61024,122071,61024,61024,61024
Partitions scanned,,671,122071,115462,61185,122071,86771,61185,122071,61185,61185,61185
Partitions scanned,,672,122071,114050,91508,122071,76359,61081,122071,61081,61081,61081
Partitions scanned,,673,122071,114148,91416,122071,76115,60790,122071,60790,60790,60790
Partitions scanned,,674,122071,113839,91430,122071,76172,60968,122071,60968,60968,60968
