Name,Unit,Query,Min/max,Min/max clusters,Bloom filter,Dictionary,Min/max clusters (1000x),Bloom filter (1000x),Dictionary (1000x)
Time,s,1,1.67035,1.87258,1.72018,0.87845,1.67674,0.88148,0.9223
Time,s,2,0.47763,0.47056,0.47434,0.51555,0.47338,0.52622,0.56762
Time,s,3,0.59053,0.45279,0.41183,0.48704,0.45166,0.44722,0.48775
Time,s,4,0.47349,0.45879,0.46497,0.74696,0.44323,0.40557,0.49632
Time,s,5,0.45847,0.45914,0.42125,0.47506,0.43564,0.40246,0.49476
Time,s,6,0.45668,0.45334,0.46273,0.50973,0.4558,0.42455,0.45492
Time,s,7,0.45544,0.45078,0.41147,0.50099,0.45097,0.42346,0.45927
Time,s,8,0.47794,0.45437,0.41039,0.49633,0.44144,0.42913,0.463
Time,s,9,0.46314,0.47046,0.45287,0.47681,0.44176,0.40066,0.46364
Time,s,10,0.46431,0.47696,0.44089,0.46081,0.43714,0.41242,0.48782
Time,s,11,0.45998,0.46844,0.45054,0.46709,0.43246,0.40481,0.46488
Time,s,12,0.45944,0.45461,0.46274,0.47148,0.44816,0.43822,0.45599
Time,s,13,0.45291,0.48497,0.44528,0.48686,0.44202,0.42347,0.46352
Time,s,14,0.455,0.55115,0.43107,0.46155,0.43799,0.39711,0.4813
Time,s,15,0.46266,0.45961,0.43292,0.47355,0.45287,0.41057,0.4804
Time,s,16,0.45001,0.4471,0.44664,0.45769,0.43878,0.39917,0.45759
Time,s,17,0.48503,0.45954,0.41893,0.48273,0.4371,0.61719,0.46236
Time,s,18,0.45289,0.46726,0.42003,0.45514,0.43731,0.40665,0.45582
Time,s,19,0.45109,0.48779,0.42273,0.71514,0.43221,0.39988,0.47066
Time,s,20,0.46459,0.46704,0.40485,0.46048,0.45165,0.39928,0.4565
Time,s,21,0.63412,0.45921,0.4551,0.47871,0.43483,0.41473,0.45318
Time,s,22,0.45295,0.46362,0.42292,0.46215,0.44188,0.43844,0.46581
Time,s,23,0.54617,0.46617,0.40125,0.44811,0.43027,0.404,0.47952
Time,s,24,0.50858,0.4623,0.41782,0.47024,0.44171,0.39885,0.48932
Time,s,25,0.45659,0.448,0.39994,0.45887,0.42772,0.40333,0.45962
Time,s,26,0.48522,0.45377,0.41842,0.48245,0.435,0.40644,0.46673
Time,s,27,0.47462,0.46947,0.45122,0.45432,0.44559,0.40951,0.46431
Time,s,28,0.48044,0.50097,0.40416,0.45927,0.43186,0.43474,0.47769
Time,s,29,0.46625,0.46117,0.42404,0.46882,0.4349,0.42808,0.46207
Time,s,30,0.48898,0.45458,0.43539,0.48192,0.43197,0.40547,0.49327
Time,s,31,0.48422,0.45819,0.46462,0.45216,0.43703,0.40458,0.46602
