Name,Unit,Table_name,Min/max,Min/max clusters,Bloom filter,Dictionary,Min/max clusters (1000x),Bloom filter (1000x),Dictionary (1000x)
Ingestion,s,hits,808.3673,1119.9037,894.274,752.7864,1163.6252,906.4269,838.16895
