Name,Unit,Query,Min/max,Min/max clusters (10x),Bloom filter (10x),Dictionary (10x),Min/max clusters (100x),Bloom filter (100x),Dictionary (100x),Min/max clusters (1000x),Bloom filter (1000x),Dictionary (1000x)
Partitions scanned,,195,122071,87928,91646,122071,61066,61066,61066,61066,61066,61066
Partitions scanned,,196,122071,77686,92053,122071,61083,61083,61083,61083,61083,61083
Partitions scanned,,197,61027,61027,61027,61027,61027,61027,61027,61027,61027,61027
Partitions scanned,,198,122071,90042,60825,122071,60825,60825,60825,60825,60825,60825
Partitions scanned,,199,122071,82407,60773,122071,60773,60773,60773,60773,60773,60773
Partitions scanned,,200,118784,76235,60802,118784,60802,60802,60802,60802,60802,60802
Partitions scanned,,201,122012,91410,61188,122012,61188,61188,61188,61188,61188,61188
Partitions scanned,,202,122071,88349,61360,122071,61360,61360,61360,61360,61360,61360
Partitions scanned,,203,61027,61027,61027,61027,61027,61027,61027,61027,61027,61027
Partitions scanned,,204,122071,82715,61092,122071,61092,61092,61092,61092,61092,61092
Partitions scanned,,205,122071,87407,61058,122071,61058,61058,61058,61058,61058,61058
Partitions scanned,,206,122071,88349,61360,122071,61360,61360,61360,61360,61360,61360
Partitions scanned,,207,122071,89534,61248,122071,61248,61248,61248,61248,61248,61248
Partitions scanned,,208,122071,90197,61375,122071,61375,61375,61375,61375,61375,61375
Partitions scanned,,209,122071,78298,61287,122071,61287,61287,61287,61287,61287,61287
Partitions scanned,,210,122071,79692,61271,122071,61271,61271,61271,61271,61271,61271
Partitions scanned,,211,122071,90770,91745,122071,61209,61209,61209,61209,61209,61209
Partitions scanned,,212,122071,86100,61073,122071,61073,61073,61073,61073,61073,61073
Partitions scanned,,213,122071,80442,60810,122071,60810,60810,60810,60810,60810,60810
Partitions scanned,,214,122006,76845,60761,122006,60761,60761,60761,60761,60761,60761
Partitions scanned,,215,122071,88349,61360,122071,61360,61360,61360,61360,61360,61360
Partitions scanned,,216,122071,79529,61044,122071,61044,61044,61044,61044,61044,61044
Partitions scanned,,217,122071,82779,91745,122071,60921,60921,60921,60921,60921,60921
Partitions scanned,,218,122071,90770,91745,122071,61209,61209,61209,61209,61209,61209
Partitions scanned,,219,122070,77333,61094,122070,61094,61094,61094,61094,61094,61094
Partitions scanned,,220,121719,91394,60887,121719,60887,60887,60887,60887,60887,60887
Partitions scanned,,221,122067,77295,61071,122067,61071,61071,61071,61071,61071,61071
Partitions scanned,,222,107520,76449,84447,107520,61180,61180,61180,61180,61180,61180
Partitions scanned,,223,122071,89934,91912,122071,61080,61080,61080,61080,61080,61080
Partitions scanned,,224,122071,81275,91646,122071,60538,60538,60538,60538,60538,60538
Partitions scanned,,225,122071,84897,61199,122071,61199,61199,61199,61199,61199,61199
Partitions scanned,,226,122071,81275,91646,122071,60538,60538,60538,60538,60538,60538
Partitions scanned,,227,122071,87928,91646,122071,61066,61066,61066,61066,61066,61066
Partitions scanned,,228,122071,88330,60815,122071,60815,60815,60815,60815,60815,60815
Partitions scanned,,229,122071,77816,60839,122071,60839,60839,60839,60839,60839,60839
Partitions scanned,,230,92123,76504,61059,92123,61059,61059,61059,61059,61059,61059
Partitions scanned,,231,122071,90214,91902,122071,61404,61404,61404,61404,61404,61404
Partitions scanned,,232,122056,77153,61101,122056,61101,61101,61101,61101,61101,61101
Partitions scanned,,233,122071,90308,60666,122071,60666,60666,60666,60666,60666,60666
Partitions scanned,,234,122071,77816,60839,122071,60839,60839,60839,60839,60839,60839
Partitions scanned,,235,122071,78298,61287,122071,61287,61287,61287,61287,61287,61287
Partitions scanned,,236,122071,85842,60953,122071,60953,60953,60953,60953,60953,60953
Partitions scanned,,237,122071,85541,60981,122071,60981,60981,60981,60981,60981,60981
Partitions scanned,,238,122070,77280,61005,122070,61005,61005,61005,61005,61005,61005
Partitions scanned,,239,120537,76869,61541,120537,61541,61541,61541,61541,61541,61541
Partitions scanned,,240,115036,76260,60861,115036,60861,60861,60861,60861,60861,60861
Partitions scanned,,241,120537,76869,61541,120537,61541,61541,61541,61541,61541,61541
Partitions scanned,,242,122071,80718,60936,122071,60936,60936,60936,60936,60936,60936
Partitions scanned,,243,115074,91842,60926,115074,60926,60926,60926,60926,60926,60926
Partitions scanned,,244,122071,78553,60996,122071,60996,60996,60996,60996,60996,60996
Partitions scanned,,245,91859,84144,60874,91859,60874,60874,60874,60874,60874,60874
Partitions scanned,,246,122071,91234,61163,122071,61163,61163,61163,61163,61163,61163
Partitions scanned,,247,122071,85842,60953,122071,60953,60953,60953,60953,60953,60953
Partitions scanned,,248,122070,77289,60602,122070,60602,60602,60602,60602,60602,60602
Partitions scanned,,249,122064,91137,61072,122064,61072,61072,61072,61072,61072,61072
Partitions scanned,,250,122071,82218,61145,122071,61145,61145,61145,61145,61145,61145
Partitions scanned,,251,122071,90308,60666,122071,60666,60666,60666,60666,60666,60666
Partitions scanned,,252,122070,77280,61005,122070,61005,61005,61005,61005,61005,61005
Partitions scanned,,253,118696,91547,60914,118696,60914,60914,60914,60914,60914,60914
Partitions scanned,,254,122071,79151,60911,122071,60911,60911,60911,60911,60911,60911
Partitions scanned,,255,115074,91842,60926,115074,60926,60926,60926,60926,60926,60926
Partitions scanned,,256,122039,76798,61006,122039,61006,61006,61006,61006,61006,61006
Partitions scanned,,257,122071,84471,61013,122071,61013,61013,61013,61013,61013,61013
Partitions scanned,,258,122071,86854,60915,122071,60915,60915,60915,60915,60915,60915
Partitions scanned,,259,122047,91287,61226,122047,61226,61226,61226,61226,61226,61226
Partitions scanned,,260,122071,77816,60839,122071,60839,60839,60839,60839,60839,60839
Partitions scanned,,261,122071,88176,60901,122071,60901,60901,60901,60901,60901,60901
Partitions scanned,,262,122071,78130,60963,122071,60963,60963,60963,60963,60963,60963
Partitions scanned,,263,122071,83343,61082,122071,61082,61082,61082,61082,61082,61082
Partitions scanned,,264,122071,82218,61145,122071,61145,61145,61145,61145,61145,61145
Partitions scanned,,265,122071,81275,91646,122071,60538,60538,60538,60538,60538,60538
Partitions scanned,,266,122071,86768,61258,122071,61258,61258,61258,61258,61258,61258
Partitions scanned,,267,122067,91239,91873,122067,61027,61027,61027,61027,61027,61027
Partitions scanned,,268,91859,84144,60874,91859,60874,60874,60874,60874,60874,60874
Partitions scanned,,269,122071,90770,91745,122071,61209,61209,61209,61209,61209,61209
Partitions scanned,,270,122071,77686,92053,122071,61083,61083,61083,61083,61083,61083
Partitions scanned,,271,122071,84184,61129,122071,61129,61129,61129,61129,61129,61129
Partitions scanned,,272,122071,78130,60963,122071,60963,60963,60963,60963,60963,60963
Partitions scanned,,273,122070,77289,60602,122070,60602,60602,60602,60602,60602,60602
Partitions scanned,,274,115074,91842,60926,115074,60926,60926,60926,60926,60926,60926
Partitions scanned,,275,121353,76986,61096,121353,61096,61096,61096,61096,61096,61096
Partitions scanned,,276,122071,86768,61258,122071,61258,61258,61258,61258,61258,61258
Partitions scanned,,277,122047,91287,61226,122047,61226,61226,61226,61226,61226,61226
Partitions scanned,,278,118696,91547,60914,118696,60914,60914,60914,60914,60914,60914
Partitions scanned,,279,122071,89934,61129,122071,61129,61129,61129,61129,61129,61129
Partitions scanned,,280,61027,61027,61027,61027,61027,61027,61027,61027,61027,61027
Partitions scanned,,281,122071,77741,60960,122071,60960,60960,60960,60960,60960,60960
Partitions scanned,,282,122070,77280,61005,122070,61005,61005,61005,61005,61005,61005
Partitions scanned,,283,122071,86327,60938,122071,60938,60938,60938,60938,60938,60938
Partitions scanned,,284,122071,84184,61129,122071,61129,61129,61129,61129,61129,61129
Partitions scanned,,285,122071,80431,61115,122071,61115,61115,61115,61115,61115,61115
Partitions scanned,,286,122071,84897,61199,122071,61199,61199,61199,61199,61199,61199
Partitions scanned,,287,122071,91031,91895,122071,61071,61071,61071,61071,61071,61071
Partitions scanned,,288,122071,82779,91745,122071,60921,60921,60921,60921,60921,60921
Partitions scanned,,289,120468,91364,60933,120468,60933,60933,60933,60933,60933,60933
Partitions scanned,,290,122071,83827,61226,122071,61226,61226,61226,61226,61226,61226
Partitions scanned,,291,122071,91234,61163,122071,61163,61163,61163,61163,61163,61163
Partitions scanned,,292,61497,61497,61497,61497,61497,61497,61497,61497,61497,61497
Partitions scanned,,293,122071,81043,61217,122071,61217,61217,61217,61217,61217,61217
Partitions scanned,,294,122071,90214,91902,122071,61404,61404,61404,61404,61404,61404
Partitions scanned,,295,122071,86854,60915,122071,60915,60915,60915,60915,60915,60915
Partitions scanned,,296,122067,77295,61071,122067,61071,61071,61071,61071,61071,61071
Partitions scanned,,297,122012,91410,61188,122012,61188,61188,61188,61188,61188,61188
Partitions scanned,,298,122071,78298,61287,122071,61287,61287,61287,61287,61287,61287
Partitions scanned,,299,115036,76260,60861,115036,60861,60861,60861,60861,60861,60861
Partitions scanned,,300,122071,78012,61155,122071,61155,61155,61155,61155,61155,61155
Partitions scanned,,301,122071,81275,91646,122071,60538,60538,60538,60538,60538,60538
Partitions scanned,,302,122071,90308,60666,122071,60666,60666,60666,60666,60666,60666
Partitions scanned,,303,122071,83040,60724,122071,60724,60724,60724,60724,60724,60724
Partitions scanned,,304,120537,76869,61541,120537,61541,61541,61541,61541,61541,61541
Partitions scanned,,305,122071,90691,61039,122071,61039,61039,61039,61039,61039,61039
Partitions scanned,,306,122071,78933,61026,122071,61026,61026,61026,61026,61026,61026
Partitions scanned,,307,122071,78298,61287,122071,61287,61287,61287,61287,61287,61287
Partitions scanned,,308,122071,91234,61163,122071,61163,61163,61163,61163,61163,61163
Partitions scanned,,309,122071,80392,61066,122071,61066,61066,61066,61066,61066,61066
Partitions scanned,,310,121935,77061,61332,121935,61332,61332,61332,61332,61332,61332
Partitions scanned,,311,122071,88491,91895,122071,60920,60920,60920,60920,60920,60920
Partitions scanned,,312,122071,90042,60825,122071,60825,60825,60825,60825,60825,60825
Partitions scanned,,313,122071,84184,61129,122071,61129,61129,61129,61129,61129,61129
Partitions scanned,,314,115036,76260,60861,115036,60861,60861,60861,60861,60861,60861
Partitions scanned,,315,122071,79692,61271,122071,61271,61271,61271,61271,61271,61271
Partitions scanned,,316,121308,91330,61037,121308,61037,61037,61037,61037,61037,61037
Partitions scanned,,317,122071,89934,61129,122071,61129,61129,61129,61129,61129,61129
Partitions scanned,,318,122071,88330,60815,122071,60815,60815,60815,60815,60815,60815
Partitions scanned,,319,122071,88986,60959,122071,60959,60959,60959,60959,60959,60959
Partitions scanned,,320,122071,87928,91646,122071,61066,61066,61066,61066,61066,61066
Partitions scanned,,321,122071,78687,61007,122071,61007,61007,61007,61007,61007,61007
Partitions scanned,,322,122071,81378,61072,122071,61072,61072,61072,61072,61072,61072
Partitions scanned,,323,122071,81043,61217,122071,61217,61217,61217,61217,61217,61217
Partitions scanned,,324,122071,87928,91646,122071,61066,61066,61066,61066,61066,61066
Partitions scanned,,325,122071,85043,60779,122071,60779,60779,60779,60779,60779,60779
Partitions scanned,,326,122071,87206,60969,122071,60969,60969,60969,60969,60969,60969
Partitions scanned,,327,122071,88491,91895,122071,60920,60920,60920,60920,60920,60920
Partitions scanned,,328,122071,90691,61039,122071,61039,61039,61039,61039,61039,61039
Partitions scanned,,329,122071,89534,61248,122071,61248,61248,61248,61248,61248,61248
Partitions scanned,,330,122071,90197,61375,122071,61375,61375,61375,61375,61375,61375
Partitions scanned,,331,122071,88176,60901,122071,60901,60901,60901,60901,60901,60901
Partitions scanned,,332,122071,78298,61287,122071,61287,61287,61287,61287,61287,61287
Partitions scanned,,333,122071,90371,61240,122071,61240,61240,61240,61240,61240,61240
Partitions scanned,,334,122071,87122,61053,122071,61053,61053,61053,61053,61053,61053
Partitions scanned,,335,122071,78520,91827,122071,60950,91827,60950,60950,60950,60950
Partitions scanned,,336,122070,77289,60602,122070,60602,60602,60602,60602,60602,60602
Partitions scanned,,337,122071,79529,61044,122071,61044,61044,61044,61044,61044,61044
Partitions scanned,,338,122071,84897,61199,122071,61199,61199,61199,61199,61199,61199
Partitions scanned,,339,122071,79151,60911,122071,60911,60911,60911,60911,60911,60911
Partitions scanned,,340,122071,90461,61109,122071,61109,61109,61109,61109,61109,61109
Partitions scanned,,341,122071,86327,60938,122071,60938,60938,60938,60938,60938,60938
Partitions scanned,,342,122071,79151,60911,122071,60911,60911,60911,60911,60911,60911
Partitions scanned,,343,122071,88867,61114,122071,61114,61114,61114,61114,61114,61114
Partitions scanned,,344,122071,78520,91827,122071,60950,91827,60950,60950,60950,60950
Partitions scanned,,345,122071,90461,61109,122071,61109,61109,61109,61109,61109,61109
Partitions scanned,,346,122047,91287,61226,122047,61226,61226,61226,61226,61226,61226
Partitions scanned,,347,122071,86854,60915,122071,60915,60915,60915,60915,60915,60915
Partitions scanned,,348,122071,85842,60953,122071,60953,60953,60953,60953,60953,60953
Partitions scanned,,349,122071,84471,61013,122071,61013,61013,61013,61013,61013,61013
Partitions scanned,,350,122071,87407,61058,122071,61058,61058,61058,61058,61058,61058
Partitions scanned,,351,122071,90042,60825,122071,60825,60825,60825,60825,60825,60825
Partitions scanned,,352,122071,88176,60901,122071,60901,60901,60901,60901,60901,60901
Partitions scanned,,353,122071,80442,60810,122071,60810,60810,60810,60810,60810,60810
Partitions scanned,,354,122071,82715,61092,122071,61092,61092,61092,61092,61092,61092
Partitions scanned,,355,121935,77061,61332,121935,61332,61332,61332,61332,61332,61332
Partitions scanned,,356,120468,91364,60933,120468,60933,60933,60933,60933,60933,60933
Partitions scanned,,357,122071,90214,91902,122071,61404,61404,61404,61404,61404,61404
Partitions scanned,,358,122071,80431,61115,122071,61115,61115,61115,61115,61115,61115
Partitions scanned,,359,122071,82218,61145,122071,61145,61145,61145,61145,61145,61145
Partitions scanned,,360,122071,86327,60938,122071,60938,60938,60938,60938,60938,60938
Partitions scanned,,361,122012,91410,61188,122012,61188,61188,61188,61188,61188,61188
Partitions scanned,,362,122071,89749,61144,122071,61144,61144,61144,61144,61144,61144
Partitions scanned,,363,122071,90770,91745,122071,61209,61209,61209,61209,61209,61209
Partitions scanned,,364,122071,80070,60988,122071,60988,60988,60988,60988,60988,60988
Partitions scanned,,365,122071,89749,61144,122071,61144,61144,61144,61144,61144,61144
Partitions scanned,,366,122071,80392,61066,122071,61066,61066,61066,61066,61066,61066
Partitions scanned,,367,122071,83343,61082,122071,61082,61082,61082,61082,61082,61082
Partitions scanned,,368,107520,76449,84447,107520,61180,61180,61180,61180,61180,61180
Partitions scanned,,369,122071,85541,60981,122071,60981,60981,60981,60981,60981,60981
Partitions scanned,,370,122071,90371,61240,122071,61240,61240,61240,61240,61240,61240
Partitions scanned,,371,121719,91394,60887,121719,60887,60887,60887,60887,60887,60887
Partitions scanned,,372,122071,90308,60666,122071,60666,60666,60666,60666,60666,60666
Partitions scanned,,373,122071,91234,61163,122071,61163,61163,61163,61163,61163,61163
Partitions scanned,,374,122071,81378,61072,122071,61072,61072,61072,61072,61072,61072
Partitions scanned,,375,122071,87122,61053,122071,61053,61053,61053,61053,61053,61053
Partitions scanned,,376,121719,91394,60887,121719,60887,60887,60887,60887,60887,60887
Partitions scanned,,377,122071,90691,61039,122071,61039,61039,61039,61039,61039,61039
Partitions scanned,,378,122070,77280,61005,122070,61005,61005,61005,61005,61005,61005
Partitions scanned,,379,122071,88491,91895,122071,60920,60920,60920,60920,60920,60920
Partitions scanned,,380,122071,87206,60969,122071,60969,60969,60969,60969,60969,60969
Partitions scanned,,381,122071,86768,61258,122071,61258,61258,61258,61258,61258,61258
Partitions scanned,,382,122071,77686,92053,122071,61083,61083,61083,61083,61083,61083
Partitions scanned,,383,122071,85360,61047,122071,61047,61047,61047,61047,61047,61047
Partitions scanned,,384,122071,89934,61129,122071,61129,61129,61129,61129,61129,61129
Partitions scanned,,385,122071,83343,61082,122071,61082,61082,61082,61082,61082,61082
Partitions scanned,,386,122071,85360,61047,122071,61047,61047,61047,61047,61047,61047
Partitions scanned,,387,120537,76869,61541,120537,61541,61541,61541,61541,61541,61541
Partitions scanned,,388,122071,86854,60915,122071,60915,60915,60915,60915,60915,60915
Partitions scanned,,389,122056,77153,61101,122056,61101,61101,61101,61101,61101,61101
Partitions scanned,,390,122071,83343,61082,122071,61082,61082,61082,61082,61082,61082
Partitions scanned,,391,122071,81275,91646,122071,60538,60538,60538,60538,60538,60538
Partitions scanned,,392,122071,79151,60911,122071,60911,60911,60911,60911,60911,60911
Partitions scanned,,393,122047,91287,61226,122047,61226,61226,61226,61226,61226,61226
Partitions scanned,,394,122012,91410,61188,122012,61188,61188,61188,61188,61188,61188
Partitions scanned,,395,122071,78298,61287,122071,61287,61287,61287,61287,61287,61287
Partitions scanned,,396,122071,82779,91745,122071,60921,60921,60921,60921,60921,60921
Partitions scanned,,397,122071,82715,61092,122071,61092,61092,61092,61092,61092,61092
Partitions scanned,,398,107520,76449,84447,107520,61180,61180,61180,61180,61180,61180
Partitions scanned,,399,122071,89934,91912,122071,61080,61080,61080,61080,61080,61080
Partitions scanned,,400,122071,88986,60959,122071,60959,60959,60959,60959,60959,60959
Partitions scanned,,401,122071,90559,91912,122071,60828,60828,60828,60828,60828,60828
Partitions scanned,,402,122071,83040,60724,122071,60724,60724,60724,60724,60724,60724
Partitions scanned,,403,122071,88986,60959,122071,60959,60959,60959,60959,60959,60959
Partitions scanned,,404,122071,86768,61258,122071,61258,61258,61258,61258,61258,61258
Partitions scanned,,405,122071,88986,60959,122071,60959,60959,60959,60959,60959,60959
Partitions scanned,,406,122071,78687,61007,122071,61007,61007,61007,61007,61007,61007
Partitions scanned,,407,122071,90371,61240,122071,61240,61240,61240,61240,61240,61240
Partitions scanned,,408,122047,91287,61226,122047,61226,61226,61226,61226,61226,61226
Partitions scanned,,409,122071,81378,61072,122071,61072,61072,61072,61072,61072,61072
Partitions scanned,,410,122071,78553,60996,122071,60996,60996,60996,60996,60996,60996
Partitions scanned,,411,121935,77061,61332,121935,61332,61332,61332,61332,61332,61332
Partitions scanned,,412,122071,83827,61226,122071,61226,61226,61226,61226,61226,61226
Partitions scanned,,413,122071,78687,61007,122071,61007,61007,61007,61007,61007,61007
Partitions scanned,,414,115036,76260,60861,115036,60861,60861,60861,60861,60861,60861
Partitions scanned,,415,120537,76869,61541,120537,61541,61541,61541,61541,61541,61541
Partitions scanned,,416,122071,87122,61053,122071,61053,61053,61053,61053,61053,61053
Partitions scanned,,417,122071,83040,60724,122071,60724,60724,60724,60724,60724,60724
Partitions scanned,,418,122071,82407,60773,122071,60773,60773,60773,60773,60773,60773
Partitions scanned,,419,122067,91239,91873,122067,61027,61027,61027,61027,61027,61027
Partitions scanned,,420,122071,83827,61226,122071,61226,61226,61226,61226,61226,61226
Partitions scanned,,421,122071,88491,91895,122071,60920,60920,60920,60920,60920,60920
Partitions scanned,,422,122071,80070,60988,122071,60988,60988,60988,60988,60988,60988
Partitions scanned,,423,122071,89934,91912,122071,61080,61080,61080,61080,61080,61080
Partitions scanned,,424,122071,83343,61082,122071,61082,61082,61082,61082,61082,61082
Partitions scanned,,425,122071,88176,60901,122071,60901,60901,60901,60901,60901,60901
Partitions scanned,,426,122071,82715,61092,122071,61092,61092,61092,61092,61092,61092
Partitions scanned,,427,120468,91364,60933,120468,60933,60933,60933,60933,60933,60933
Partitions scanned,,428,122071,89749,61144,122071,61144,61144,61144,61144,61144,61144
Partitions scanned,,429,122071,81674,60938,122071,60938,60938,60938,60938,60938,60938
Partitions scanned,,430,61027,61027,61027,61027,61027,61027,61027,61027,61027,61027
Partitions scanned,,431,118696,91547,60914,118696,60914,60914,60914,60914,60914,60914
Partitions scanned,,432,122071,90461,61109,122071,61109,61109,61109,61109,61109,61109
Partitions scanned,,433,122071,83040,60724,122071,60724,60724,60724,60724,60724,60724
Partitions scanned,,434,121765,76901,61188,121765,61188,61188,61188,61188,61188,61188
Partitions scanned,,435,122071,78520,91827,122071,60950,91827,60950,60950,60950,60950
Partitions scanned,,436,107520,76449,84447,107520,61180,61180,61180,61180,61180,61180
Partitions scanned,,437,122071,79529,61044,122071,61044,61044,61044,61044,61044,61044
Partitions scanned,,438,115074,91842,60926,115074,60926,60926,60926,60926,60926,60926
Partitions scanned,,439,122071,84678,92053,122071,61200,61200,61200,61200,61200,61200
Partitions scanned,,440,122071,84471,61013,122071,61013,61013,61013,61013,61013,61013
Partitions scanned,,441,122064,91137,61072,122064,61072,61072,61072,61072,61072,61072
Partitions scanned,,442,122067,77295,61071,122067,61071,61071,61071,61071,61071,61071
Partitions scanned,,443,122071,90559,91912,122071,60828,60828,60828,60828,60828,60828
Partitions scanned,,444,122071,89230,60989,122071,60989,60989,60989,60989,60989,60989
Partitions scanned,,445,122071,86768,61258,122071,61258,61258,61258,61258,61258,61258
Partitions scanned,,446,122071,85842,60953,122071,60953,60953,60953,60953,60953,60953
Partitions scanned,,447,122071,85541,60981,122071,60981,60981,60981,60981,60981,60981
Partitions scanned,,448,122071,77686,92053,122071,61083,61083,61083,61083,61083,61083
Partitions scanned,,449,122071,81180,91827,122071,61059,91827,61059,61059,61059,61059
Partitions scanned,,450,122071,87928,91646,122071,61066,61066,61066,61066,61066,61066
Partitions scanned,,451,122071,80431,61115,122071,61115,61115,61115,61115,61115,61115
Partitions scanned,,452,122071,81275,91646,122071,60538,60538,60538,60538,60538,60538
Partitions scanned,,453,121308,91330,61037,121308,61037,61037,61037,61037,61037,61037
Partitions scanned,,454,122067,91239,91873,122067,61027,61027,61027,61027,61027,61027
Partitions scanned,,455,122071,83343,61082,122071,61082,61082,61082,61082,61082,61082
Partitions scanned,,456,122071,77816,60839,122071,60839,60839,60839,60839,60839,60839
Partitions scanned,,457,122071,90197,61375,122071,61375,61375,61375,61375,61375,61375
Partitions scanned,,458,120537,76869,61541,120537,61541,61541,61541,61541,61541,61541
Partitions scanned,,459,122071,90371,61240,122071,61240,61240,61240,61240,61240,61240
Partitions scanned,,460,122071,80392,61066,122071,61066,61066,61066,61066,61066,61066
Partitions scanned,,461,122064,91137,61072,122064,61072,61072,61072,61072,61072,61072
Partitions scanned,,462,121719,91394,60887,121719,60887,60887,60887,60887,60887,60887
Partitions scanned,,463,120468,91364,60933,120468,60933,60933,60933,60933,60933,60933
Partitions scanned,,464,122067,77295,61071,122067,61071,61071,61071,61071,61071,61071
Partitions scanned,,465,122071,86768,61258,122071,61258,61258,61258,61258,61258,61258
Partitions scanned,,466,122071,85842,60953,122071,60953,60953,60953,60953,60953,60953
Partitions scanned,,467,121935,77061,61332,121935,61332,61332,61332,61332,61332,61332
Partitions scanned,,468,122071,90214,91902,122071,61404,61404,61404,61404,61404,61404
Partitions scanned,,469,122071,88986,60959,122071,60959,60959,60959,60959,60959,60959
Partitions scanned,,470,122071,90197,61375,122071,61375,61375,61375,61375,61375,61375
Partitions scanned,,471,122071,82218,61145,122071,61145,61145,61145,61145,61145,61145
Partitions scanned,,472,122006,76845,60761,122006,60761,60761,60761,60761,60761,60761
Partitions scanned,,473,122071,86327,60938,122071,60938,60938,60938,60938,60938,60938
Partitions scanned,,474,122064,91137,61072,122064,61072,61072,61072,61072,61072,61072
Partitions scanned,,475,122012,91410,61188,122012,61188,61188,61188,61188,61188,61188
Partitions scanned,,476,120468,91364,60933,120468,60933,60933,60933,60933,60933,60933
Partitions scanned,,477,122071,87206,60969,122071,60969,60969,60969,60969,60969,60969
Partitions scanned,,478,121719,91394,60887,121719,60887,60887,60887,60887,60887,60887
Partitions scanned,,479,122071,90214,91902,122071,61404,61404,61404,61404,61404,61404
Partitions scanned,,480,122071,86768,61258,122071,61258,61258,61258,61258,61258,61258
Partitions scanned,,481,118696,91547,60914,118696,60914,60914,60914,60914,60914,60914
Partitions scanned,,482,121308,91330,61037,121308,61037,61037,61037,61037,61037,61037
Partitions scanned,,483,122071,77686,92053,122071,61083,61083,61083,61083,61083,61083
Partitions scanned,,484,92123,76504,61059,92123,61059,61059,61059,61059,61059,61059
Partitions scanned,,485,122071,90214,91902,122071,61404,61404,61404,61404,61404,61404
Partitions scanned,,486,122071,90197,61375,122071,61375,61375,61375,61375,61375,61375
Partitions scanned,,487,122071,90308,60666,122071,60666,60666,60666,60666,60666,60666
Partitions scanned,,488,122071,80431,61115,122071,61115,61115,61115,61115,61115,61115
Partitions scanned,,489,122071,80070,60988,122071,60988,60988,60988,60988,60988,60988
Partitions scanned,,490,115074,91842,60926,115074,60926,60926,60926,60926,60926,60926
Partitions scanned,,491,122047,91287,61226,122047,61226,61226,61226,61226,61226,61226
Partitions scanned,,492,122071,78933,61026,122071,61026,61026,61026,61026,61026,61026
Partitions scanned,,493,122071,87928,91646,122071,61066,61066,61066,61066,61066,61066
Partitions scanned,,494,121765,76901,61188,121765,61188,61188,61188,61188,61188,61188
Partitions scanned,,495,107520,76449,84447,107520,61180,61180,61180,61180,61180,61180
Partitions scanned,,496,122071,80718,60936,122071,60936,60936,60936,60936,60936,60936
Partitions scanned,,497,122071,78933,61026,122071,61026,61026,61026,61026,61026,61026
Partitions scanned,,498,122071,78687,61007,122071,61007,61007,61007,61007,61007,61007
Partitions scanned,,499,122071,90197,61375,122071,61375,61375,61375,61375,61375,61375
Partitions scanned,,500,122047,91287,61226,122047,61226,61226,61226,61226,61226,61226
Partitions scanned,,501,122071,90691,61039,122071,61039,61039,61039,61039,61039,61039
Partitions scanned,,502,121719,91394,60887,121719,60887,60887,60887,60887,60887,60887
Partitions scanned,,503,121914,91447,61172,121914,61172,61172,61172,61172,61172,61172
Partitions scanned,,504,122071,78130,60963,122071,60963,60963,60963,60963,60963,60963
Partitions scanned,,505,107415,91890,61057,107415,61057,61057,61057,61057,61057,61057
Partitions scanned,,506,122071,85541,60981,122071,60981,60981,60981,60981,60981,60981
Partitions scanned,,507,121914,91447,61172,121914,61172,61172,61172,61172,61172,61172
Partitions scanned,,508,122071,84897,61199,122071,61199,61199,61199,61199,61199,61199
Partitions scanned,,509,122071,90461,61109,122071,61109,61109,61109,61109,61109,61109
Partitions scanned,,510,122071,84184,61129,122071,61129,61129,61129,61129,61129,61129
Partitions scanned,,511,121719,91394,60887,121719,60887,60887,60887,60887,60887,60887
Partitions scanned,,512,122071,89934,61129,122071,61129,61129,61129,61129,61129,61129
Partitions scanned,,513,61497,61497,61497,61497,61497,61497,61497,61497,61497,61497
Partitions scanned,,514,118696,91547,60914,118696,60914,60914,60914,60914,60914,60914
Partitions scanned,,515,122071,83040,60724,122071,60724,60724,60724,60724,60724,60724
Partitions scanned,,516,122071,85043,60779,122071,60779,60779,60779,60779,60779,60779
Partitions scanned,,517,122071,81180,91827,122071,61059,91827,61059,61059,61059,61059
Partitions scanned,,518,122071,90042,60825,122071,60825,60825,60825,60825,60825,60825
Partitions scanned,,519,122071,77686,92053,122071,61083,61083,61083,61083,61083,61083
Partitions scanned,,520,122071,77686,92053,122071,61083,61083,61083,61083,61083,61083
Partitions scanned,,521,122071,79529,61044,122071,61044,61044,61044,61044,61044,61044
Partitions scanned,,522,107520,76449,84447,107520,61180,61180,61180,61180,61180,61180
Partitions scanned,,523,122071,85842,60953,122071,60953,60953,60953,60953,60953,60953
Partitions scanned,,524,91859,84144,60874,91859,60874,60874,60874,60874,60874,60874
Partitions scanned,,525,122071,77686,92053,122071,61083,61083,61083,61083,61083,61083
Partitions scanned,,526,122070,77280,61005,122070,61005,61005,61005,61005,61005,61005
Partitions scanned,,527,115036,76260,60861,115036,60861,60861,60861,60861,60861,60861
Partitions scanned,,528,91859,84144,60874,91859,60874,60874,60874,60874,60874,60874
Partitions scanned,,529,122071,88646,91902,122071,60668,60668,60668,60668,60668,60668
Partitions scanned,,530,122039,76798,61006,122039,61006,61006,61006,61006,61006,61006
Partitions scanned,,531,122071,85360,61047,122071,61047,61047,61047,61047,61047,61047
Partitions scanned,,532,107415,91890,61057,107415,61057,61057,61057,61057,61057,61057
