Name,Unit,Query,Min/max,Min/max clusters,Bloom filter,Dictionary,Min/max clusters (1000x),Bloom filter (1000x),Dictionary (1000x)
Time,s,1,1.24481,0.35839,0.22622,0.2644,0.75624,0.17446,0.26074
Time,s,2,0.1548,0.18568,0.14326,0.20236,0.13932,0.11238,0.20874
Time,s,3,0.15898,0.18302,0.14351,0.15226,0.14387,0.11007,0.20651
Time,s,4,0.15098,0.1734,0.11758,0.16012,0.14683,0.11128,0.20394
Time,s,5,0.15234,0.14844,0.12668,0.15928,0.14764,0.10659,0.15228
Time,s,6,0.15025,0.14999,0.12024,0.15874,0.15567,0.08411,0.15354
Time,s,7,0.16073,0.15043,0.12562,0.15759,0.14205,0.08163,0.15257
Time,s,8,0.18179,0.14991,0.11398,0.17401,0.1458,0.13737,0.17071
Time,s,9,0.15915,0.16161,0.09797,0.1724,0.1449,0.08016,0.15185
Time,s,10,0.15162,0.1502,0.11105,0.1736,0.14868,0.08567,0.15751
Time,s,11,0.15052,0.15099,0.12223,0.17904,0.14408,0.08557,0.15348
Time,s,12,0.15357,0.14817,0.10476,0.16421,0.14289,0.08691,0.15348
Time,s,13,0.17286,0.16666,0.11228,0.15174,0.14789,0.09275,0.17057
Time,s,14,0.15317,0.17883,0.10175,0.1495,0.14496,0.0879,0.1792
Time,s,15,0.15839,0.16202,0.10008,0.14986,0.14314,0.08678,0.17531
Time,s,16,0.15848,0.14878,0.11157,0.16076,0.14403,0.08538,0.17736
Time,s,17,0.15043,0.14636,0.1088,0.16117,0.17882,0.07929,0.16572
Time,s,18,0.15345,0.1511,0.09962,0.16396,0.17453,0.08054,0.15159
Time,s,19,0.15813,0.15022,0.12137,0.15255,0.14093,0.0823,0.15241
Time,s,20,0.15164,0.15224,0.13401,0.15629,0.14134,0.08305,0.15096
Time,s,21,0.1754,0.15033,0.13565,0.17711,0.14441,0.08366,0.16259
Time,s,22,0.17637,0.16151,0.11861,0.19589,0.17118,0.08285,0.15787
Time,s,23,0.16399,0.15553,0.12741,0.17598,0.17328,0.08155,0.1582
Time,s,24,0.17606,0.17493,0.10346,0.17139,0.17672,0.07976,0.15973
Time,s,25,0.17004,0.14945,0.13356,0.15269,0.16807,0.09028,0.15316
Time,s,26,0.17676,0.14989,0.1517,0.15667,0.17001,0.07953,0.17402
Time,s,27,0.18788,0.17553,0.11637,0.15185,0.17736,0.08076,0.17589
Time,s,28,0.19449,0.16076,0.09866,0.15476,0.1691,0.08833,0.17586
Time,s,29,0.15284,0.15467,0.09635,0.15132,0.1677,0.08466,0.17684
Time,s,30,0.15014,0.15012,0.12138,0.15087,0.17524,0.08677,0.1538
Time,s,31,0.15116,0.14885,0.10892,0.16709,0.17085,0.07849,0.15242
Time,s,32,0.15242,0.15105,0.10343,0.15305,0.19883,0.0805,0.15248
Time,s,33,0.16404,0.15013,0.09979,0.15733,0.17561,0.07907,0.15171
Time,s,34,0.17743,0.1536,0.11455,0.1785,0.20174,0.08149,0.16317
Time,s,35,0.17245,0.15019,0.09824,0.16944,0.16645,0.08164,0.16035
Time,s,36,0.17341,0.15844,0.09532,0.1784,0.16606,0.08647,0.15911
Time,s,37,0.17617,0.1501,0.11585,0.17041,0.15787,0.08609,0.15427
Time,s,38,0.17993,0.14933,0.0968,0.18078,0.15113,0.08971,0.15221
Time,s,39,0.16884,0.14925,0.13872,0.17491,0.1522,0.08814,0.16744
Time,s,40,0.15972,0.15789,0.1184,0.17493,0.16096,0.0905,0.17824
Time,s,41,0.16966,0.17316,0.11593,0.17241,0.15221,0.0884,0.17639
Time,s,42,0.15665,0.15492,0.13216,0.15575,0.15715,0.09208,0.17582
Time,s,43,0.15169,0.15829,0.12036,0.15368,0.14973,0.08453,0.15978
Time,s,44,0.15062,0.15172,0.11361,0.16419,0.14949,0.08056,0.16233
Time,s,45,0.15066,0.15774,0.10018,0.16277,0.13892,0.08704,0.15248
Time,s,46,0.16285,0.14875,0.10106,0.1701,0.14928,0.08458,0.16137
Time,s,47,0.17103,0.15276,0.09995,0.16983,0.14064,0.07766,0.15347
Time,s,48,0.16841,0.15178,0.09354,0.17499,0.13698,0.08196,0.16233
Time,s,49,0.18968,0.15663,0.11711,0.16298,0.14111,0.07845,0.15713
Time,s,50,0.17715,0.15298,0.11243,0.15566,0.13975,0.12537,0.15502
Time,s,51,0.17761,0.1488,0.11317,0.152,0.14766,0.0841,0.15316
Time,s,52,0.17989,0.16299,0.11334,0.15227,0.14444,0.0846,0.1732
Time,s,53,0.17771,0.15042,0.12241,0.15137,0.14466,0.08246,0.17701
Time,s,54,0.18181,0.17255,0.11555,0.15087,0.14012,0.0833,0.18375
Time,s,55,0.15179,0.17227,0.11585,0.16059,0.13703,0.08173,0.17619
Time,s,56,0.15364,0.17069,0.10642,0.15552,0.13349,0.07968,0.15627
Time,s,57,0.15864,0.14951,0.1258,0.16264,0.13654,0.0809,0.15328
Time,s,58,0.15963,0.15085,0.12119,0.15286,0.12975,0.07876,0.1539
Time,s,59,0.1721,0.15349,0.1176,0.17395,0.12994,0.07894,0.15185
Time,s,60,0.18131,0.15755,0.11828,0.16495,0.13523,0.08403,0.15189
Time,s,61,0.1737,0.17254,0.1151,0.17438,0.13548,0.08637,0.16019
Time,s,62,0.17326,0.1686,0.11354,0.17256,0.13983,0.12892,0.15998
Time,s,63,0.15248,0.16395,0.10441,0.17937,0.137,0.08941,0.15506
Time,s,64,0.15074,0.17368,0.10581,0.17792,0.1277,0.08856,0.1625
Time,s,65,0.15249,0.18079,0.09686,0.17352,0.13642,0.11176,0.17516
Time,s,66,0.16181,0.15719,0.09739,0.16191,0.16276,0.08562,0.19212
Time,s,67,0.18713,0.16246,0.12737,0.18376,0.13258,0.08137,0.18946
Time,s,68,0.15172,0.14906,0.1108,0.1625,0.13443,0.08098,0.17153
Time,s,69,0.15113,0.15762,0.10998,0.17682,0.16689,0.08234,0.17004
Time,s,70,0.16164,0.15119,0.10448,0.16524,0.13257,0.0789,0.1683
Time,s,71,0.16007,0.14975,0.11048,0.17658,0.13413,0.08176,0.16977
Time,s,72,0.17558,0.15046,0.09546,0.17167,0.13358,0.08027,0.16214
Time,s,73,0.17416,0.14965,0.10879,0.17099,0.13374,0.07825,0.16325
Time,s,74,0.17041,0.15553,0.10728,0.16043,0.13813,0.07894,0.1582
Time,s,75,0.15533,0.16098,0.1023,0.15285,0.1348,0.08384,0.15997
Time,s,76,0.15571,0.1553,0.14238,0.15802,0.13427,0.08032,0.15356
Time,s,77,0.15139,0.15052,0.12255,0.15168,0.13962,0.08253,0.15979
Time,s,78,0.15152,0.14962,0.12076,0.15096,0.13689,0.08056,0.17548
Time,s,79,0.15961,0.16114,0.10408,0.15119,0.13592,0.07854,0.17155
Time,s,80,0.15882,0.15831,0.11828,0.15203,0.1355,0.08192,0.15382
