Name,Unit,Table_name,Min/max,Min/max clusters (10x),Bloom filter (10x),Dictionary (10x),Min/max clusters (100x),Bloom filter (100x),Dictionary (100x),Min/max clusters (1000x),Bloom filter (1000x),Dictionary (1000x)
Ingestion,s,sensor_records,136.12352,260.28455,218.85167,133.34947,340.55182,121.94475,113.45929,262.3772,103.41099,102.69279
