Name,Unit,Query,Min/max,Min/max clusters (10x),Bloom filter (10x),Dictionary (10x),Min/max clusters (100x),Bloom filter (100x),Dictionary (100x),Min/max clusters (1000x),Bloom filter (1000x),Dictionary (1000x)
Partitions scanned,,157,122071,120416,120088,122071,110646,48986,122071,60706,48986,122071
Partitions scanned,,158,122071,120519,112738,122071,110743,78446,122071,74922,48922,122071
Partitions scanned,,159,122071,120586,120907,122071,110990,49369,122071,75302,49369,122071
Partitions scanned,,160,122071,120761,121330,122071,112816,49303,122071,75038,49303,122071
Partitions scanned,,161,122071,120479,121929,122071,110899,106723,122071,63587,49217,122071
Partitions scanned,,162,122071,120481,120894,122071,110805,78529,122071,74168,48987,122071
Partitions scanned,,163,122071,120334,118755,122071,110165,49207,122071,61084,49207,122071
Partitions scanned,,164,122071,120825,120903,122071,113227,49334,122071,75144,49334,122071
Partitions scanned,,165,122071,120916,121646,122071,113655,95917,122071,75051,49090,122071
Partitions scanned,,166,122071,120641,121977,122071,111057,78492,122071,75066,49113,122071
Partitions scanned,,167,122071,120532,121324,122071,110730,49266,122071,75001,49266,122071
Partitions scanned,,168,122071,120690,121655,122071,111037,78463,122071,74894,49218,122071
Partitions scanned,,169,122071,120646,121637,122071,111027,49185,122071,75237,49185,122071
Partitions scanned,,170,122071,120326,120901,122071,110563,49326,122071,61189,49326,122071
Partitions scanned,,171,122071,120547,121797,122071,111024,96034,122071,75156,49298,122071
Partitions scanned,,172,122071,120788,122053,122071,112277,96314,122071,75139,49258,122071
Partitions scanned,,173,122071,120545,118798,122071,110980,78322,122071,74900,49125,122071
Partitions scanned,,174,122071,120749,121924,122071,112457,106392,122071,75204,49214,122071
Partitions scanned,,175,122071,120489,121815,122071,110763,49059,122071,73601,49059,122071
Partitions scanned,,176,122071,120557,112692,122071,110829,49295,122071,74126,49295,122071
Partitions scanned,,177,122071,120495,120094,122071,110733,96327,122071,74993,49208,122071
Partitions scanned,,178,122071,120485,120896,122071,110800,78450,122071,74901,78450,122071
Partitions scanned,,179,121642,120778,119677,121642,114104,49012,121642,74917,49012,121642
Partitions scanned,,180,122071,120461,120113,122071,110825,106625,122071,74680,49365,122071
Partitions scanned,,181,122071,120620,120836,122071,111049,48823,122071,74928,48823,122071
Partitions scanned,,182,122071,120674,120863,122071,111234,49430,122071,75303,49430,122071
Partitions scanned,,183,122071,120512,116586,122071,110841,49462,122071,74911,49462,122071
Partitions scanned,,184,122071,120872,120086,122071,114075,96012,122071,75060,48962,122071
Partitions scanned,,185,122071,120893,118701,122071,113630,49092,122071,75040,49092,122071
Partitions scanned,,186,118830,118306,117694,118830,113652,77131,118830,75062,48928,118830
Partitions scanned,,187,122071,120485,116461,122071,110874,78704,122071,75097,49352,122071
Partitions scanned,,188,122071,120492,116632,122071,110667,78711,122071,75017,49048,122071
Partitions scanned,,189,122071,120831,116582,122071,113766,78549,122071,75380,49246,122071
Partitions scanned,,190,122071,120695,112819,122071,110981,49232,122071,75105,49232,122071
Partitions scanned,,191,122071,120621,121926,122071,110741,48907,122071,74919,48907,122071
Partitions scanned,,192,122071,120807,120878,122071,113870,106455,122071,75287,49545,122071
Partitions scanned,,193,122071,120461,116497,122071,110743,48654,122071,65402,48654,122071
Partitions scanned,,194,122071,120568,116446,122071,110935,49056,122071,75141,49056,122071
Partitions scanned,,195,122071,120614,118721,122071,110869,49279,122071,75210,49279,122071
Partitions scanned,,196,122071,120427,120014,122071,110911,49291,122071,61308,49291,122071
Partitions scanned,,197,122071,120623,118862,122071,110883,78680,122071,75101,49232,122071
Partitions scanned,,198,122071,120743,112718,122071,112171,49089,122071,74890,49089,122071
Partitions scanned,,199,122071,120317,116473,122071,110702,49274,122071,60840,49274,122071
Partitions scanned,,200,122071,120741,121927,122071,112192,112809,122071,75182,78484,122071
Partitions scanned,,201,122071,120908,120855,122071,114113,49011,122071,75047,49011,122071
Partitions scanned,,202,122071,120735,112904,122071,111636,78784,122071,75131,49124,122071
Partitions scanned,,203,122071,120328,121658,122071,110673,78385,122071,61341,49350,122071
Partitions scanned,,204,122071,120297,121364,122071,110610,49048,122071,60925,49048,122071
Partitions scanned,,205,122071,120479,121816,122071,110803,95910,122071,62629,49011,122071
Partitions scanned,,206,122071,120406,121368,122071,110751,96075,122071,61289,48875,122071
Partitions scanned,,207,122071,120511,116514,122071,110892,49125,122071,75054,49125,122071
Partitions scanned,,208,122071,120513,118778,122071,110762,49306,122071,69243,49306,122071
Partitions scanned,,209,122071,120711,120858,122071,111624,78656,122071,75299,49476,122071
Partitions scanned,,210,122071,120905,120921,122071,114067,49356,122071,75338,49356,122071
Partitions scanned,,211,122071,120682,120026,122071,111204,78029,122071,75081,48783,122071
Partitions scanned,,212,122071,120875,121928,122071,114045,78610,122071,75034,49144,122071
Partitions scanned,,213,122071,120491,120046,122071,110736,78598,122071,74967,78598,122071
Partitions scanned,,214,122071,120645,122043,122071,111052,49395,122071,75414,49395,122071
Partitions scanned,,215,122071,120883,122001,122071,113783,106513,122071,75336,78576,122071
Partitions scanned,,216,122071,120502,121361,122071,111010,78343,122071,66656,49058,122071
Partitions scanned,,217,118830,118306,117694,118830,113652,77131,118830,75062,48928,118830
Partitions scanned,,218,122071,120507,121939,122071,110845,106465,122071,61055,78428,122071
Partitions scanned,,219,122071,120703,121934,122071,111515,49300,122071,75322,49300,122071
Partitions scanned,,220,122071,120749,116632,122071,111973,78872,122071,75409,49551,122071
Partitions scanned,,221,122071,120873,120165,122071,114003,78782,122071,75000,78782,122071
Partitions scanned,,222,122071,120340,121409,122071,110398,78652,122071,61252,49334,122071
Partitions scanned,,223,122071,120679,122043,122071,111363,106481,122071,75052,49175,122071
Partitions scanned,,224,122071,120282,122017,122071,110548,78559,122071,61199,49178,122071
Partitions scanned,,225,122071,120816,118810,122071,112530,78562,122071,75055,49322,122071
Partitions scanned,,226,122071,120753,120150,122071,111406,49360,122071,75277,49360,122071
Partitions scanned,,227,122071,120779,121824,122071,111817,78642,122071,74997,78642,122071
Partitions scanned,,228,122071,120386,121395,122071,110653,78620,122071,61029,49244,122071
Partitions scanned,,229,122071,120666,121623,122071,111932,95923,122071,75245,49256,122071
Partitions scanned,,230,122071,120776,122012,122071,112812,78445,122071,75120,49189,122071
Partitions scanned,,231,122071,120494,112825,122071,110712,48876,122071,75047,48876,122071
Partitions scanned,,232,122071,120911,120888,122071,113559,49091,122071,75001,49091,122071
Partitions scanned,,233,122071,120861,121354,122071,113958,49092,122071,75029,49092,122071
Partitions scanned,,234,122071,120879,118685,122071,113852,78304,122071,75106,49079,122071
Partitions scanned,,235,122071,120769,120031,122071,112508,78745,122071,75376,49328,122071
Partitions scanned,,236,122071,120824,121989,122071,113428,49383,122071,75345,49383,122071
Partitions scanned,,237,122071,120894,120137,122071,114164,96283,122071,75449,49521,122071
Partitions scanned,,238,122071,120746,120106,122071,111758,78627,122071,75241,49202,122071
Partitions scanned,,239,122071,120451,120051,122071,110820,49053,122071,63582,49053,122071
Partitions scanned,,240,122071,120814,122041,122071,112717,112749,122071,75058,95965,122071
Partitions scanned,,241,122071,120549,116596,122071,110726,78540,122071,75275,49109,122071
Partitions scanned,,242,122071,120865,121362,122071,113537,49253,122071,75074,49253,122071
Partitions scanned,,243,122071,120682,120885,122071,111241,49417,122071,75355,49417,122071
Partitions scanned,,244,122071,120603,121796,122071,110867,78270,122071,74802,48778,122071
Partitions scanned,,245,122071,120513,121659,122071,110903,78734,122071,74900,49615,122071
Partitions scanned,,246,122071,120666,112887,122071,111053,78582,122071,75325,49298,122071
Partitions scanned,,247,122071,120589,120925,122071,110845,49068,122071,75162,49068,122071
Partitions scanned,,248,122071,120850,120135,122071,113937,48859,122071,75076,48859,122071
Partitions scanned,,249,122071,120454,121937,122071,110738,106475,122071,61784,49238,122071
Partitions scanned,,250,122071,120917,121376,122071,113705,48925,122071,74948,48925,122071
Partitions scanned,,251,122071,120475,121964,122071,110745,49118,122071,75029,49118,122071
Partitions scanned,,252,122071,120806,106633,122071,113115,49147,122071,75128,49147,122071
Partitions scanned,,253,122071,120544,116653,122071,111002,78462,122071,75246,49182,122071
Partitions scanned,,254,122071,120277,116599,122071,110592,78363,122071,61119,49273,122071
Partitions scanned,,255,122071,120479,121982,122071,110865,95951,122071,66466,49201,122071
Partitions scanned,,256,122071,120585,121929,122071,110947,106723,122071,75139,49483,122071
Partitions scanned,,257,122071,120661,121906,122071,110958,96017,122071,75182,49173,122071
Partitions scanned,,258,122071,120851,116528,122071,114092,49305,122071,75142,49305,122071
Partitions scanned,,259,122071,120872,116540,122071,114008,48836,122071,74912,48836,122071
Partitions scanned,,260,122071,120799,116576,122071,112941,49250,122071,75308,49250,122071
Partitions scanned,,261,122071,120360,120892,122071,110289,96126,122071,61079,48992,122071
Partitions scanned,,262,122071,120712,120899,122071,111276,78486,122071,75161,49153,122071
Partitions scanned,,263,122071,120406,121340,122071,110799,78680,122071,61042,78680,122071
Partitions scanned,,264,122071,120744,121389,122071,111846,49324,122071,75146,49324,122071
Partitions scanned,,265,122071,120351,116488,122071,110667,106465,122071,60971,78363,122071
Partitions scanned,,266,122071,120746,120106,122071,111758,78627,122071,75241,49202,122071
Partitions scanned,,267,122071,120442,118815,122071,110730,49401,122071,62533,49401,122071
Partitions scanned,,268,122071,120478,120939,122071,110639,78478,122071,74857,48974,122071
Partitions scanned,,269,122071,120758,120888,122071,112657,96155,122071,75333,49256,122071
Partitions scanned,,270,122071,120664,120897,122071,110906,78465,122071,75076,49077,122071
Partitions scanned,,271,122071,120713,118658,122071,111410,78650,122071,75305,78650,122071
Partitions scanned,,272,122071,120526,106637,122071,110952,78705,122071,75196,49204,122071
Partitions scanned,,273,122071,120792,120943,122071,112642,49446,122071,75332,49446,122071
Partitions scanned,,274,122071,120641,121977,122071,111057,78492,122071,75066,49113,122071
Partitions scanned,,275,122071,120465,120151,122071,110621,48968,122071,70923,48968,122071
Partitions scanned,,276,122071,120838,112880,122071,113863,49340,122071,75219,49340,122071
Partitions scanned,,277,122071,120753,118639,122071,111865,78261,122071,74966,48964,122071
Partitions scanned,,278,122071,120686,118747,122071,111671,49028,122071,75171,49028,122071
Partitions scanned,,279,122071,120648,121979,122071,111411,96174,122071,75332,49303,122071
Partitions scanned,,280,122071,120430,121375,122071,110791,49267,122071,61267,49267,122071
Partitions scanned,,281,122071,120747,121812,122071,111365,49040,122071,75097,49040,122071
Partitions scanned,,282,122071,120434,116579,122071,110722,96161,122071,73904,49267,122071
Partitions scanned,,283,122071,120684,120863,122071,111161,78619,122071,75217,48941,122071
Partitions scanned,,284,122071,120546,118749,122071,111031,78445,122071,75376,49383,122071
Partitions scanned,,285,122071,120350,120139,122071,110867,49133,122071,60926,49133,122071
Partitions scanned,,286,122071,120515,121680,122071,110687,78094,122071,71955,48989,122071
Partitions scanned,,287,122071,120774,116534,122071,111921,49581,122071,75535,49581,122071
Partitions scanned,,288,122071,120476,121659,122071,110719,78492,122071,69148,49245,122071
Partitions scanned,,289,122071,120568,120923,122071,110958,49184,122071,75046,49184,122071
Partitions scanned,,290,122071,120757,121815,122071,112830,78661,122071,75121,49101,122071
Partitions scanned,,291,122071,120773,118846,122071,112033,49159,122071,75161,49159,122071
Partitions scanned,,292,122071,120680,121832,122071,111014,49530,122071,75246,49530,122071
Partitions scanned,,293,122071,120720,120941,122071,111546,49202,122071,75029,49202,122071
Partitions scanned,,294,122071,120483,121833,122071,110829,49175,122071,74974,49175,122071
Partitions scanned,,295,122071,120315,120173,122071,110527,78591,122071,61185,49342,122071
Partitions scanned,,296,122071,120781,121342,122071,112365,49167,122071,74999,49167,122071
Partitions scanned,,297,122071,120865,121926,122071,113184,78709,122071,75494,49485,122071
Partitions scanned,,298,122071,120351,120827,122071,110623,78258,122071,60875,48942,122071
Partitions scanned,,299,122071,120870,118687,122071,113672,96094,122071,75045,49195,122071
Partitions scanned,,300,122071,120732,118840,122071,111586,49118,122071,75191,49118,122071
Partitions scanned,,301,122071,120628,118732,122071,110857,49563,122071,75458,49563,122071
Partitions scanned,,302,122071,120786,120052,122071,113155,49237,122071,75305,49237,122071
Partitions scanned,,303,122071,120385,120947,122071,110758,49233,122071,61083,49233,122071
Partitions scanned,,304,122071,120739,121810,122071,111564,49177,122071,75199,49177,122071
Partitions scanned,,305,122071,120353,116636,122071,110789,78794,122071,61403,49655,122071
Partitions scanned,,306,122071,120483,121654,122071,110678,48954,122071,69174,48954,122071
Partitions scanned,,307,122071,120529,121843,122071,110754,49238,122071,74541,49238,122071
Partitions scanned,,308,122071,120264,112787,122071,110607,78530,122071,60951,49064,122071
Partitions scanned,,309,122071,120638,120105,122071,110998,78648,122071,75004,49185,122071
Partitions scanned,,310,122071,120810,121403,122071,113326,78519,122071,75031,49190,122071
Partitions scanned,,311,122071,120742,120121,122071,111632,49440,122071,75359,49440,122071
Partitions scanned,,312,122071,120764,121825,122071,111694,78974,122071,75178,49303,122071
Partitions scanned,,313,122071,120396,78566,122071,110871,49028,122071,71836,49028,122071
Partitions scanned,,314,122071,120363,121379,122071,110681,49160,122071,61120,49160,122071
Partitions scanned,,315,122071,120720,121994,122071,111438,49103,122071,75001,49103,122071
Partitions scanned,,316,122071,120368,121989,122071,110821,49066,122071,60976,49066,122071
Partitions scanned,,317,122071,120711,112685,122071,111336,48874,122071,74994,48874,122071
Partitions scanned,,318,122071,120878,121384,122071,114034,78220,122071,74899,48926,122071
Partitions scanned,,319,122071,120742,116628,122071,111539,49354,122071,75499,49354,122071
Partitions scanned,,320,122069,120939,121336,122069,114049,49092,122069,74992,49092,122069
Partitions scanned,,321,122071,120498,121635,122071,110768,96275,122071,69829,49157,122071
Partitions scanned,,322,122071,120774,121370,122071,112241,49295,122071,75287,49295,122071
Partitions scanned,,323,122071,120535,118696,122071,110975,78549,122071,75153,49392,122071
Partitions scanned,,324,122071,120467,121395,122071,110953,49297,122071,63847,49297,122071
Partitions scanned,,325,122071,120908,120897,122071,114092,96175,122071,74888,49176,122071
Partitions scanned,,326,122071,120220,120886,122071,110201,78123,122071,60606,48743,122071
Partitions scanned,,327,122071,120830,121650,122071,113217,49130,122071,75194,49130,122071
Partitions scanned,,328,122071,120343,121623,122071,110671,49032,122071,60826,49032,122071
Partitions scanned,,329,122071,120423,116445,122071,110794,49239,122071,62484,49239,122071
Partitions scanned,,330,122071,120591,121835,122071,111161,78535,122071,74885,48901,122071
Partitions scanned,,331,122071,120510,120110,122071,110971,49478,122071,74640,49478,122071
Partitions scanned,,332,122071,120648,120875,122071,111025,106665,122071,75293,49371,122071
Partitions scanned,,333,122071,120357,120938,122071,110901,96210,122071,61469,49488,122071
Partitions scanned,,334,122071,120630,118675,122071,111100,78304,122071,75054,78304,122071
Partitions scanned,,335,122071,120601,106541,122071,110938,49265,122071,75340,49265,122071
Partitions scanned,,336,122071,120336,106605,122071,110748,49338,122071,61023,49338,122071
