SessionID,CommandID,Time,Type,Data
56ae806af7ff8a2,0,1762816844359447973,STAT_DESTROYED,"{""size"":88,""address"":""0x7f5575df1b70""}"
56ae806af7ff8a2,0,1762816844359473894,APPEND_START,"{""count"":2048,""offset"":0,""column_id"":0,""partition"":""0x7f554c004c70""}"
56ae806af7ff8a2,0,1762816844359491194,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0db0""}"
56ae806af7ff8a2,0,1762816844359502060,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0e60""}"
56ae806af7ff8a2,0,1762816844359503956,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0db0""}"
56ae806af7ff8a2,0,1762816844359508805,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0ec0""}"
56ae806af7ff8a2,0,1762816844359510172,STAT_CREATED,"{""size"":88,""address"":""0x7f5550001eb0""}"
56ae806af7ff8a2,0,1762816844359511450,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0ec0""}"
56ae806af7ff8a2,0,1762816844359504202,APPEND_START,"{""count"":2048,""offset"":0,""column_id"":0,""partition"":""0x7f554c032a30""}"
56ae806af7ff8a2,0,1762816844359512585,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0e60""}"
56ae806af7ff8a2,0,1762816844359576113,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0db0""}"
56ae806af7ff8a2,0,1762816844359546467,APPEND_START,"{""count"":2048,""offset"":0,""column_id"":0,""partition"":""0x7f554c032cb0""}"
56ae806af7ff8a2,0,1762816844359584820,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0e60""}"
56ae806af7ff8a2,0,1762816844359654329,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0db0""}"
56ae806af7ff8a2,0,1762816844359662771,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0ec0""}"
56ae806af7ff8a2,0,1762816844359664501,STAT_CREATED,"{""size"":88,""address"":""0x7f5550030b30""}"
56ae806af7ff8a2,0,1762816844359689321,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0ec0""}"
56ae806af7ff8a2,0,1762816844359696903,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0e60""}"
56ae806af7ff8a2,0,1762816844359629055,APPEND_START,"{""count"":2048,""offset"":0,""column_id"":0,""partition"":""0x7f554c032ef0""}"
56ae806af7ff8a2,0,1762816844359699317,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0db0""}"
56ae806af7ff8a2,0,1762816844359762974,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0e60""}"
56ae806af7ff8a2,0,1762816844359770611,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0db0""}"
56ae806af7ff8a2,0,1762816844359797436,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0ec0""}"
56ae806af7ff8a2,0,1762816844359805008,STAT_CREATED,"{""size"":88,""address"":""0x7f5550030c00""}"
56ae806af7ff8a2,0,1762816844359809592,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0ec0""}"
56ae806af7ff8a2,0,1762816844359812359,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0e60""}"
56ae806af7ff8a2,0,1762816844359837178,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0b80""}"
56ae806af7ff8a2,0,1762816844359863463,STAT_CREATED,"{""size"":88,""address"":""0x7f5550031060""}"
56ae806af7ff8a2,0,1762816844359739496,APPEND_START,"{""count"":2048,""offset"":0,""column_id"":0,""partition"":""0x7f554c033170""}"
56ae806af7ff8a2,0,1762816844359871078,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0b80""}"
56ae806af7ff8a2,0,1762816844359949597,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0b80""}"
56ae806af7ff8a2,0,1762816844359918480,APPEND_START,"{""count"":2048,""offset"":0,""column_id"":0,""partition"":""0x7f554c0333b0""}"
56ae806af7ff8a2,0,1762816844359958061,STAT_CREATED,"{""size"":88,""address"":""0x7f5550031300""}"
56ae806af7ff8a2,0,1762816844360028146,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0b80""}"
56ae806af7ff8a2,0,1762816844360037304,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0b80""}"
56ae806af7ff8a2,0,1762816844360040115,STAT_CREATED,"{""size"":88,""address"":""0x7f55500315a0""}"
56ae806af7ff8a2,0,1762816844360041437,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0b80""}"
56ae806af7ff8a2,0,1762816844360050673,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0b40""}"
56ae806af7ff8a2,0,1762816844360051951,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0c40""}"
56ae806af7ff8a2,0,1762816844360053108,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0b40""}"
56ae806af7ff8a2,0,1762816844360054332,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0ca0""}"
56ae806af7ff8a2,0,1762816844360055511,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0ae0""}"
56ae806af7ff8a2,0,1762816844360056668,STAT_CREATED,"{""size"":88,""address"":""0x7f55500036b0""}"
56ae806af7ff8a2,0,1762816844360057792,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0ae0""}"
56ae806af7ff8a2,0,1762816844360058960,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0ca0""}"
56ae806af7ff8a2,0,1762816844360060096,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0c40""}"
