query,scanned,optimal
0,73247,73247
1,12333,12333
2,93390,93390
3,91558,91558
4,93515,93515
5,73247,73247
6,93514,93514
7,95957,95957
8,103890,103890
9,93391,93391
10,9890,9890
11,91558,91558
12,20143,20143
13,75689,75689
14,73248,73248
15,12331,12328
16,75689,75688
17,93390,93390
18,75689,75689
19,85579,85579
20,91682,91682
21,20143,20143
