Name,Unit,Query,Min/max,Min/max clusters,Bloom filter,Dictionary
Time,s,1,0.04516,0.08348,0.07559,0.07125
Time,s,2,0.01669,0.01489,0.01346,0.03143
Time,s,3,0.03121,0.03413,0.03179,0.0487
Time,s,4,0.03734,0.03692,0.03944,0.05215
Time,s,5,0.20436,0.25675,0.21928,0.24382
Time,s,6,0.30372,0.3199,0.32877,0.34848
Time,s,7,0.02293,0.02582,0.01987,0.02771
Time,s,8,0.0174,0.02017,0.01964,0.0231
Time,s,9,0.27892,0.29482,0.28805,0.30789
Time,s,10,0.37862,0.39706,0.38172,0.38623
Time,s,11,0.13797,0.1452,0.12028,0.06773
Time,s,12,0.14229,0.14491,0.11875,0.05096
Time,s,13,0.30372,0.29092,0.28385,0.20636
Time,s,14,0.56087,0.50331,0.49695,0.37777
Time,s,15,0.35424,0.31359,0.3174,0.22845
Time,s,16,0.23156,0.24886,0.24195,0.22246
Time,s,17,0.67311,0.72385,0.71241,0.71581
Time,s,18,0.50844,0.47582,0.46414,0.46959
Time,s,19,1.29909,1.42035,1.28079,1.35302
Time,s,20,0.01839,0.03908,0.01771,0.03415
Time,s,21,0.41905,0.41086,0.45609,0.42004
Time,s,22,0.37569,0.35915,0.41978,0.18207
Time,s,23,0.5231,0.52055,0.61606,0.36013
Time,s,24,0.00051,0.00054,0.00059,0.00059
Time,s,25,0.00041,0.0004,0.00044,0.00044
Time,s,26,0.0181,0.02013,0.01956,0.01944
Time,s,27,0.049,0.04761,0.0498,0.02706
Time,s,28,0.28972,0.30058,0.29086,0.25596
Time,s,29,5.75096,5.93225,5.85457,5.62322
Time,s,30,0.05175,0.05546,0.05644,0.04751
Time,s,31,0.23709,0.25938,0.26772,0.17055
Time,s,32,0.32959,0.32941,0.32553,0.20937
Time,s,33,1.52445,1.72824,1.49901,1.61925
Time,s,34,1.5257,1.35381,1.38521,1.50047
Time,s,35,1.57746,1.43597,1.36644,1.50709
Time,s,36,0.35803,0.31382,0.29377,0.30189
Time,s,37,0.0363,0.03101,0.03225,0.03264
Time,s,38,0.02127,0.02819,0.0318,0.02261
Time,s,39,0.04457,0.0344,0.0201,0.02208
Time,s,40,0.04927,0.05133,0.05315,0.04881
Time,s,41,0.02174,0.0314,0.02199,0.0207
Time,s,42,0.01806,0.01698,0.01497,0.02199
Time,s,43,0.01376,0.01795,0.01289,0.01951
