Name,Unit,Table_name,Min/max,Min/max clusters (10x),Bloom filter (10x),Dictionary (10x),Min/max clusters (100x),Bloom filter (100x),Dictionary (100x),Min/max clusters (1000x),Bloom filter (1000x),Dictionary (1000x)
Ingestion,s,sensor_records,212.33109,350.72662,122.00444,163.34589,242.1631,129.35966,96.08828,251.55775,155.97096,108.73481
