Name,Unit,Query,Min/max,Min/max clusters,Bloom filter,Dictionary,Min/max clusters (1000x),Bloom filter (1000x),Dictionary (1000x)
Time,s,1,6.01808,2.19786,1.16875,1.08376,1.69154,1.18789,1.09098
Time,s,2,0.64501,0.69274,0.65869,0.72035,0.62129,0.64804,0.66248
Time,s,3,0.61573,0.72509,0.63064,0.61597,0.5922,0.59433,0.62907
Time,s,4,0.63973,0.62199,0.67001,0.60412,0.60472,0.57885,0.59601
Time,s,5,0.61567,0.59427,0.60007,0.63323,0.57395,0.5803,0.59556
Time,s,6,0.61091,0.60733,0.7564,0.64806,0.5827,0.60752,0.62422
Time,s,7,0.61357,0.60625,0.60777,0.60821,0.63246,0.5975,0.57771
Time,s,8,0.62163,0.5925,0.59815,0.62667,0.60018,0.585,0.63999
Time,s,9,0.64909,0.5855,0.59033,0.60872,0.58974,0.57968,0.63142
Time,s,10,0.61835,0.6127,0.59103,0.62105,0.58238,0.58493,0.58859
Time,s,11,0.61052,0.62623,0.58853,0.61095,0.62737,0.56662,0.58164
Time,s,12,0.644,0.6001,0.5999,0.62645,0.59119,0.62511,0.61255
Time,s,13,0.60567,0.61018,0.59384,0.6339,0.5803,0.57852,0.60934
Time,s,14,0.63478,0.62405,0.59393,0.64793,0.61509,0.58824,0.59265
Time,s,15,0.62584,0.63563,0.73465,0.62778,0.57941,0.58528,0.59372
Time,s,16,0.61308,0.62091,0.59967,0.61279,0.58687,0.57384,0.60841
Time,s,17,0.61741,0.62738,0.57708,0.64941,0.5907,0.58808,1.17377
Time,s,18,0.62004,0.5887,0.56203,0.6186,0.59942,0.56921,0.58824
Time,s,19,0.62761,0.58669,0.57942,0.60589,0.59437,0.74135,0.60179
Time,s,20,0.61791,0.62063,0.60262,0.97901,0.61108,0.68785,0.59584
Time,s,21,0.62321,0.62307,0.5939,0.6186,0.61855,0.60194,0.69414
Time,s,22,0.63887,0.61327,0.582,0.6112,0.58127,0.57688,0.61026
Time,s,23,0.61323,0.59404,0.60875,0.64488,0.5925,0.58621,0.592
Time,s,24,0.6374,0.60604,0.57295,0.61916,1.00852,0.60437,0.60099
Time,s,25,0.62078,0.59399,0.57981,0.62661,0.58494,0.58241,0.59439
