Name,Unit,Table_name,Min/max,Min/max clusters,Bloom filter,Dictionary
Ingestion,s,customer,0.60869,2.08405,0.51146,0.85129
Ingestion,s,lineitem,13.15669,65.09318,21.5567,20.98648
Ingestion,s,nation,0.00486,0.00435,0.00436,0.00498
Ingestion,s,orders,2.87662,11.95402,3.76038,5.33617
Ingestion,s,part,1.0362,2.35726,1.19047,1.16958
Ingestion,s,partsupp,1.56198,4.85386,2.68483,1.73507
Ingestion,s,region,0.01333,0.00399,0.00419,0.0037
Ingestion,s,supplier,0.46375,0.17958,0.20273,0.11936
